index,Review
126,"Susu untuk ibu hamil dan menyusui yang memiliki kandungan zat besi, asam folat, kalsium dan minyak ikan yang dapat mendukung untuk memenuhi nutrisi ibu hamil dan menyusui"
127,Raasa varian susu sgm bunda...dn spt ice cream rasanya ga bikin eneg...���
128,I love SGM sukses terus untuk sgm bunda dan SGM eksplor
129,Saya  suka  susu sgm bunda
130,berikan yang terbaik dri sgm
131,Nikmatt n segarrr apa LG KLO dicampur Es..LBH segar rasa strawberry
132,"Dari awal hamil sama suami dibelikan sgm bunda, awalnya sih suami cuma coba2.Tapi setelah saya coba sukaaa banget, apalagi yg rasa strawberry hmmm yummy,, gAk bikin enek. Jadi saya konsumsi sgm bunda terus, kadang sama suami jg dibelikan yg ganti2 rasa, coklat, jeruk,, pokoknya habis beli ganti rasa, beli ganti rasa gitu, Sampai sekarang usia kehamilanku sudah 30 week juga masih setia dg SGM, sukaaa bgt pokoknya. Salam bumil, salam sgm bunda"
133,susu sgm susu faforit anak qu
134,"SGM bunda enak,lezat,dan gk bikin mual. Aku suka minum susunya."
135,"Hai Bunda Ratna Sari , terima kasih sudah share dan sudah mempercayakan susu SGM Bunda Hamil dan Menyusui ya. Salam hangat untuk keluarga di rumah semoga selalu sehat "
136,saya belum pernah minum susu hamil dan sekarang saya lgi hamil ingin mencoba minum susu sgm bunda semoga cocok
137,Pertama kali minum SGM bunda rasa jeruk dikasih tau teman katanya kaya nutrisari.......bener banget enak banget apalg kalau ditambah es batu ....100gelas juga gak nolak banget deh......gak nyesel belinya
138,3 varian rasanya enak
139,harganya bagi saya masih mahal
140,SGM sudah lama ada diindonesia.jadi tidak takut lagi untuk masalah kwalitasnya
141,anak suka dr umur 0 blm smpi sekarang
142,"Saya suka dgn rasany,udh minum 3 rasa,jeruk,coklat,strowberry,gak bikin enek,calon debay jg nyaman,kandungan nutrisinya yg baik dn mengandung asam folat yg tinggi sangat baik utk perkembangan janin,beruntung d rekomendasikan sama ipar saya untuk minum susu #SGMbunda,pertama x nyoba langsung suka dan perut nyaman...terimakasih #SGMBUNDA"
143,Sangat membantu utk saya yg sedang hamil
144,"Hai Bunda Widy Putri, mohon maaf atas keterlambatan responnya. Untuk ketahanan susu setelah dibuat yaitu 2 jam dalam keadaan tertutup rapat dan disimpan di suhu ruang. Namun jika sudah dikonsumsi atau terkena mulut si Kecil sebaiknya segera dihabiskan … Lihat selengkapnya"
145,Bun kalo kita bancur susu TPI udh lbih dri 2 jam dalam keadaaan msih hangat apa bsa digunakan lagi
146,Saya sangat menyukainya
147,"Waktu aku hamil aku suka minum susu SGM BUNDA rasa coklat .pas banget rasanya,nutrisinya untuk si buah hati kecilku.alhmdulilah anakku lahir dgn sehat.terima kasih SGM bunda."
148,Menurut aku smw merek SGM bunda itu rasanya pas banget buat ibu hamil dan menyusui.  Begitu jg buat sibuah hati nya jg. Sya suka bgt dgn susu SGM ini buat anak saya yg masih kecil. SGM ananda yg 0-6 bln.
149,PERTAMA KALI COBA SGM BUNDA DISARANIN SAMA TEMEN SAYA PAS NYOBA TERNYATA RASANYA ENAK DAN GA BIKIN ENEG... KANDUNGAN NUTRISINYA JUGA LENGKAP...  GA SALAH DEH PILIH SGM BUNDA
150,bisa minum Ice milk shake stroberi tanpa eneuk Setiap hari..
151,"Sangat menghibur, dan banyak menambah pengalaman untuk saya calon ayah dan juga calon bunda buat istri saya. Terima kasih sgm, smoga makin banyak event"" setelah ini, jaya trus sgm"
152,Sgm bunda itu sngt enak
153,"SGM BUNDA,memang sangat di butuhkan,untuk nutrisi tambahan untuktjanin dan ibu hamil,bermanfaat sekali"
154,produk susu yg banyak di konsumsi
155,SGM rasa nya enak gak trlalu gimana..dan akhrnya saya bisa mnum susu juga..
156,Tasty and complete nutrition for healthy mom and baby
157,"Haii bunda.. ini awal kehamilanku yg bru memasuki 5 minggu lebih.. dari mual,perut enek tapi alhamdulillah saya doyan sekali makan.. heeheeeDan sejak saya tau hamil sya lgsg minum susu sgm bunda rasa strawberry.. rasanya enak gk bkin mual "
158,Bukan karna saya menyukai nya.bukan berarti kurang menyukai SGM.tapi SGM lah yg membuat anak Q tmbah aktif dan sehat..makasih SGM...
159,trima ksih SGM tlah memebrikan yg terbaik untk k 2bush hti q
160,"sgm bunda yg coklat enakk,ngga bikin enegg .."
161,"Waktu hari jumat tgl 27 oktober 2017 ada promosi dari susu SGM bunda, saya s biasa ny minum susu Lact_m_l tp pas ikutan k acara promo susu SGM bunda saya coba beli rasa coklat sm stroberi saya baru coba rasa stroberi ternyata enak baunya juga harum sampe mamah aku jg suka pdhl gx hamil tp ikutan minum, bunda ny aja suka apalagi dede dlm perut pasti suka bgt ��"
162,hamil kedua minum SGM bunda rasa mangga...rasanya segar... jd ga bosan stiap minum susu...
163,SGM cocok buat anak saya dari usia 0bulan sampai 3tahun 6bulan sekarang BB nya 21kg.alhamdulilah sehat dan cocok harga terjangkau
164,rasay enk hargay trjgkau..ankq dr kcl mpe 5hn gmo gnti2
165,SGM bunda sangat bermanfaat untuk pertumbuhan janin
166,Rasa ny enak...apalagi klo d minum dingin pke es batu....ga bikin enek...sya pling suka rasa strawberry
167,SGM saya suka saya suka �
168,Dari pas tau hamil langsung mnum susu sgm bunda awal y tkt enggak bisa mnum tau ya enak dan strus ya ampe lahiran ampe skrng juga kdang minum susu sgm
169,sangat bagus buat pettumbuhan  buhati sya
170,"Malam SGM Bunda, dari awal kehmailan saya dudah mencoba susu SGM Bunda yang rasa strawberry. Saat pertama kali mencoba dudah membuat saya jatuh hati. Karena aroma straeberry nya yg manis dan juga rasanya yang membuta ketagihan. Sampai saat ini pun kehamilan saya yang berusia 23 minggu masih dan akan terus didampingi oleh susu SGM. Ternyata memang benar susu SGM adalah Susu Generasi Maju untuk aku dan calon anak aku. SGM bukan hanya rasanya yang enak namub juga sangat bermanfa… Lihat selengkapnya"
171,"SGM bunda emang top bngttttt,,,Di usia kehamilan 4 Minggu saya Bgtu senang, minum susu ga enek ,,, AlhmdllhEkonomis Harganya ,,,,,"
172,"Lg hamil dan menyusui minum sgm bunda, rasanya enak bgt, gk bosan lho meski minum tiap hari. Sehari juga cuma perlu satu gelas aja..."
173,Pg bunda setiap pagi saya minum susu sgm bunda dari anak pertama sampek anak ke dua tetap setia dehhh....  Sama susu sgm bunda ��
174,Sejak diberi susu sgm anakku tambah aktif dan ceria terimakasih sgm#akuanaksgm
175,Sebelumnya rutin minum a***m. Tapi kok bb naik drastis kata dokterku suruh ganti sgm bunda enak jg
176,Acara yang luar biasa hebat
177,"Awalnya mnm susu hamil (.....).tp malah awet 1bln ga d mnm"".skrg br nyoba SGM cklt waw enak banget.trs d minumnya cmn 1hr sekali dan bs d buat PK es batu.jd tiaphri aku bikin SGM ibu hamil pake es.jd ga bikin mual"" LG."
178,Sangat baik' dan saya mau berbagai cerita buat semngat bunda yang lagi hamil iyach... bahwasanya lahir normal m lahir cesar itu sama sama sakit...sama sama djait' Alhamduliillah yg normal ada yang g mrsakan skit krna jaitan...sdngkan cesar wajib djait' jadi salah klu ada orng yng blang cesar itu gskit n bkan seorng ibu yg smpurna...itu slah bsar krna mau normal mau cesar sma2 seorng ibu itu seorng ibu yg smpurna...prutnya mau dblek dmi buah hati sma2 brkorban yawa....saya mng… Lihat selengkapnya
179,Assalamu'alaikum wr wb..
180,Sangat membantu para ibu...
181,dulu sy spg anline berpatner dengan spg sgm.....dri dia nerjualan disitulah sy terekomendasi pdahal sudah 4tahun lalu tpi masih terniang di telinga
182,"Waalaikumsalam Bunda Mom's Zahra Rnysl, terima kasih untuk kepercayaan Bunda mennggunakan produk SGM untuk si Kecil. Namun penggunaan susu di bawah 1 tahun pastikan sudah dikonsultasikan dengan bidan atau dokter karena ASI adalah yang terbaik. Salam ha… Lihat selengkapnya"
183,"assalamualaikum bunda,,,,,anak saya alhamd,,,otak y aktif dngan baik karena dia sejak lahir minum susu sgm soal y susu asi saya ngga lancar"
184,Sangat membantu impormasi nya.
185,sangat bagus bwt ibu hamil
186,Terima kasih atas kepercayaan Bunda Sardyanti Chandra kepada produk SGM Bunda Hamil dan Menyusui. Semoga Bunda dan si Kecil selalu sehat ya 
187,SGM Bunda membantu tumbuh kembang si kecil sebagai asupan nutri selang ASI.
188,Anakku 2 minumnya sgm semua.. alhmdlilah cocok
189,"#MiniFestivalNgidam#SGMBunda di Bekasi sangat seru, alhamdulillah bisa ikut serta"
190,Alhamdulilah berkat minum susu badan say JD segar. Sehat  tambah cantik. Dan suami making sayang dan cinta sama saya. Mksh ya sgm bunda
191,Alhamdulillah dari ank ke 2 sampai skg sy hamil anak ke 3 konsumsi susu SGM bunda.Anak sy yg ke 1 & ke 2 sehat..Tumbuh kembang baik.& debay yg sy kandung jg alhmdullah sehat aktf dan p'kembangan janin pun bagus kata doker��
192,Sgm bunda dapat membuat istri saya menjadi sehat segar dan nambah cantikhaha love you mama love me SGM BUNDA
193,di hamil ke 2 ini saya memilih SGMbunda untuk mmenuhi kbutuhan nutrisi calon debay.. rasa stroberi bsa buat ngilangin rasa ennek dan mual....
194,"ya,krn produk ny bagus dan ekonomis"
195,WaWww kren saya suka dgn akun SGM BUNDA ini kereeennnn�
196,Susu penuh nutrisi bagi ibu dan si kecil �
197,Susu untuk Ibu Hamil yang baik untuk membantu kesehatan Ibu & Janin yang yang sedang di kandung.
198,"tolong algoritma fb di review, iklannya ganggu..."
199,Saya membencinya karena saya minum setelah lahir anak saya mengenai kangkar
200,Iya. Saya mengkonsumsi susu SGM bunda utk kandungn saya
201,"Awalnya mual berlebih maklum bru hamil pertama jd bngung mngatasinya  trus suami beliin susu SGM BUNDA rasa coklat smnjak mnm SGM jd bsa braktifitas lg mualnyapun berkurang ,,,mksh SGM BUNDA"
202,"SGM Bunda, lezat & kaya manfaat"
203,Sgm bunda..enak susunya
204,"Hai Bunda Mimaaprilia Cartimdion, terima kasih sudah share dan mempercayakan susu SGM untuk membantu memenuhi nutrisi harian si Kecil. Pastikan penggunaan susu untuk si Kecil di bawah usia 1 tahun sudah dikonsultasikan dengan dokter/bidan. Semoga si Ke… Lihat selengkapnya"
205,"berawal dari anaku umur 2 bulan dikarenakan asi ku tidak ada kering karena aq sakit,saat ini anakku sudah 2 tahun ,puji syukur anakku cocok"
206,MINUM SUSU SGM BUNDA HAMIL DAN MENYUSUI MEMBUAT BADAN TAMBAH SEHAT  MEMBANTU  MEMELIHARA PERTUMBUHAN DAN PERKEMBANGAN JANIN AAMIIN
207,Sayang nya sgm bunda tidak ada 800.g cuma ada 150g
208,"Sy baru beli SGM bundany blom di coba mudah""hn sy suka.�"
209,Saya dulu minum SGM walaupun saya sudah 8th saya masih mengoleksi kardus kecilnya lho
210,"Assalamualaikum @SGM Bunda mau tanya dong Pada usia kehamilan berapa bulan ya  mengkonsumsi susu ibu hamil?? Soal nya ak baru banget nii hamilnya baru 2w hamil yang pertama jadi masih blm pengalaman, �Rasa nya kepengn bangettt coba minum SGM �"
211,"Hai Bunda Hatmasari DrwSkincare Makassar, terima kasih sudah share dan kepercayaan Bunda menggunakan produk SGM Bunda Hamil dan Menyusui. Semoga Bunda sehat selalu ya "
212,Kini hadir Sgm bunda untuk ibu hamil dan menyusui bantu lengkapi nutrisi ibu cukup dengan 1 gelas sehari 
213,"Hai Bunda Laura El Dhina, ASI adalah yang terbaik. Pastikan untuk penggunaan susunya sudah dikonsultasikan dengan bidan atau dokter ya "
214,iyaaasejak baru lahir sudah menggunakan SGM
215,"trima ksih #SGmBunda sy lgi mengkonsumsi  SGM krn lg hamil pertama, sy minum rasa strobry."
216,Anak saya suka loh 
217,susu untuk semua ibu di dunia
218,"Gizi awal kehidupan bersama SGM bunda dari bunda lahirlah sang Pemimpin , bangsa yang hebat di mulai dari keluarga yang sehat Indonesia hebat ."
219,terima ksih sGM bunda udh hadir k daerah kami..sya sgt mnyukai ya...
220,saya sudah dua kirim kode unik tapi palsu .kode yg anda masukan salah  mungkin undiannya palsu
221,sy mau taxa SGM buat ibu hmil 4 bln apa ya
222,"Mlm,mau tanya SGM susu ibu menyusui apa skrng menyatu sama susu ibu hamil???saya mau membelikan kakak saya ragu kmrn takut salah."
223,Hi.. Moms. kita baru buka toko Baby Shop Promore BabyShop di Medan Jl. Amal.. Produk Susu SGM juga tersedia banyak item dan sedang promo di Toko Promore BabyShop.. Boleh singgah ya Moms.. ig promorebabyshop.. Thanks Moms
224,Bermanfaat sekali 
225,sepppp
226,Mt ciang bunda sgm..
227,Mantapppppppppppppppp
228,Makasih Bunda.......
