index,Review
21,"Asi adalah nutrisi paling sempurna untuk perkembangan baby, tapi apa daya ada suatu kendala ASI saya tidak cukup memenuhi si baby karena tidak mau keluar, yah seorang ibu pasti berupaya keras untuk memberikan yang terbaik untuk buah hatinya, makanya saya percayakan  S26  gold, alhamdulillah dedek Ara, sebulan habis sktr 4 kaleng isi 900 gr, anak saya juga tumbuhkembangnya bagus n sangat ceria, terimakasih S26 di desain dgn nutrisi unggulan n rasa pun enak di lidah para baby"
22,banyak hadiahnya. Mksh s26
23,"nutrisi yang terkandung dalam s26 procal sangat memenuhi kebutuhan nutrisi harian anak saya, membuat anak semakin kreatif, pintar, daya ingatnya amazing, dan semakin lancar bicara. s26 pintarnya memang beda"
24,"alhamdulillah anakku ternyata suka dan yg paling penting cocok pakai s26 yg promil gold maklum setelah asiku makin lama makin kering akhirnya coba"" susu lain dan bertemulah dgn s26 ternayata dia mau,cocok juga sampai sekarang"
25,produk yang sangat bagus pendamping ASI untuk bayi
26,Terima kasih atas apresiasinya ya Mam.
27,"Merek terkenal, Uda banyak direview sama para ibu Indonesia jadi produk ini wajib banget dicoba "
28,sangat membantu pertumbuhan dan perkembangan otak untuk kecerdasan si kecil....
29,"Hai Mam Novia Nurfadilah, senangnya jika si Kecil suka dan Mam selalu berikan susu S-26 untuk bantu penuhi nutrisi si Kecil. Apakah saat ini Mam juga sudah mengetahui dan sudah tergabung dalam program loyalty S-26? "
30,semenjak saya dapet sampel s26 procal 1-3 tahun anak saya suka dan sekarang berlanjut terus minum susu s26..
31,Susu bernutrisi lengkap .Rasa enak & gurih ...
32,perusahaannutrisi yang terbaik... Susu pengganti ASI yang berkualitas....luar biasa.
33,"Saya sangat suka minum susu s26 Wyeth karna rasanya yang enak, berbuat aku tambah sehat dan pintar "
34,"rasa susu nya yg enak bikin anak aku suka, dan lagi buang air besarnya tidak mengeras meski nyusu banyaj"
35,"susu Yang sangat bernutrisi sekali, penambah berat badan, anak semakin aktig dan pintar, tentu jaga kesehatan  juga"
36,"rasanya enak, gak teelalu lemak"
37,Susu yang sangat bagus untuk pertumbuhan anak
38,"Rasa susunya emang enak beda  dengan susu sebelumnya anak saya rada susah makan semenjak saya pake S26 procal  makannya mulai bagus,nutrisi buat ke otaknya bagus banget anak saya makin keliatan pintarnya.badan anak saya juga keliatan padat berisi"
39,berkualitas dan baunya tidak bikin enekk..
40,Susu s26 memang banyak nutrisi dan bagus buat perkembangan balita.
41,rasanya pas buat baby kandungan gizi yg luar biasa .saya suka skali anak saya sangat suka minum.sususnya
42,rasanya Alhamdulillah disukai si kecil
43,dengan nutrisi yg lengkap kekebalan tubuh anak saya makin bagus sehingga jarang sakit. trimakasih S26
44,Rasa susu y enak dan cocok buat tumbuh kembang si baby
45,rasanya yang enak di sukai si kecil serta kandungan gizi yang lengkap membantu mendukung tumbuh kembang anak
46,Rasa susu nya yang gurih dan lezat
47,susu dengan nutrisi baik  yang mendukung kecerdasan buah hati ku
48,"susu sangat berkualitas untuk tumbuh kembang anak,yg dilengkapi dengan kandungan yang lengkap."
49,rasa susu tidak bikin eneg..
50,Anak suka susunya dan pintarnya beda yaa
51,Pertumbuhan otak dan fisik yg sangat pesat di masa golden age hanya dapat dipenuhi dengan mengkonsumsi S26. 2 anak saya adalah anak S26 yg sehat dan pinter krn S26 membuat anak menjadi anak yg #hebatnyabeda
52,kualitas susu bagus banget
53,"Anak saya minum susu ini.... Nurisinya bagus uk perkembangan tubuh dan otak.. walaupun susag skali kalo mau di kasi makan nasi,tapi berat badannya tidak turun, karna dia suka minum Susu..dan tambah pintar.., satisfied...."
54,Susu paling T.O.P  rasanya enak... Anaknya cerdas... Kreatif... Dan aktif...
55,bagus untuk membantu perkembangan kecerdasan buah hati
56,"Anak menjadi lebih pintar,hebat fisik,sosial dan akal"
57,Susunya tidak berbau pihak Wyeth Nutrition selalu konfirmasi mengenai perkembangan.
58,"S-26 procal gold nutrisinya lengkap dan seimbang, apalagi buat anak yang sudah masuk sekolah yang butuh banyak nutrisi untuk mengimbangi kegiatannya yang semakin banyak. rasa nya juga enak dan sangat di sukai anak2"
59,Produk susu paling berkualitasss!!!!
60,"Alhamdulillah S26 menemani kembang tumbuh anak saya dan sangat cocok, terimakasih S26"
61,anak saya lebih berisi dan aktivitas serata daya pikirnya lebih baik sejak mengkonsumsi S26 Procal
62,S26 pintarnya beda!! Pintar fisik juga akal �
63,susu yg mendukung pertumbuhan dan pola pikir yg kreatif .
64,"susunya enak,dan bikin badan anak bagus,baik untuk pencernaan ga sembelit"
65,"Ok susunya, murah harganya, kualitas terjamin , ramah dikantong pula.."
66,nutrisinya lengkap trus susunya juga nggk terlalu manis.
67,"S26 promise gold 4 itu istimewa banget loh,Bisa membuat anak lebih cerdas dan pinter karna kandungan gizinya sangat bangus"
68,bagi seorang ibu yg terbaik utk ank adalah yg utama walau saya bukan orang yg kaya tapi kualitas susu utk ank sangat penting uang bisa di cari tp prestasi gak bisa makanya walapun s26 agak mahal gak jadi hambatan buat saya memberikannya utk ank insyaallah saya selalu diberi kesehatan sama Allah dan suami agak sllu bisa beri yg terbaik utk kedua buah hatiku.. makasi s26
69,saya pengguna setia s26 gold dari tahapan 1 sampe anak saya skarang tahapan 4....
70,kandungan nutrisinya sangat baik
71,rasanya kurang pas di mulut
72,"Susu S26 ini kaya akan nutrisi yg dibutuhkan untuk tumbuh kembang anak..dan kandungan susunya ramah bagi pencernaan si kecil. Selepas ASI kedua anakku minum susu S26 hingga saat ini, alhamdulillah sehat dan tidak pernah ada mslh dgn sembelit dll. Thx S26 we proud of you"
73,produk susu yang kualitasnya terbaik
74,"Setelah kedua kakak2nya menjadi cerdas dan sehat, saya langsung memberi S26 procal gold pada anak ke3 saya yang berusia 1 tahun. sudah tidak diragukan lagi, S26 emang sangat membantu untuk tumbuh kembang anak."
75,"Nutrisi ya sangat lengkap cocok untuk buah hati saya.. direkomendasikan oleh salah satu dokter anak..saat pertama lahir dianjurkan untuk menggunakan S26 Promil Gold ( 0-6bln),karena anak saya kurang gula..dan harus dibantu dengan susu formula,awal ya saya sempat khawatir apakah nutrisi ya cukup...ternyata anak saya tumbuh sehat san aktif...kemudian saya melanjutkan dengan S26 gold two ( 6-12 bln) dan dilanjutkan dengan procall gold..sekarang usia anak saya 20 bln...terimah kasih S26 # hebat Beda"
76,"Anak saya mulai minum susu s26 Sejak usia 6 bulan. Pertama tama saya Sempat bingung mau Kasi supor apa, setelah baca2 mengenai produk s26 saya tertarik Krn kandungan gizi di dlm susu cukup lengkap Dan Alhamdulillah sampai Saat ini usia anak saya Sudah 1 thn  tetap konsumsi supor s26. Terimakasih s26 recommend"
77,s26 pintarnya memang beda
78,"Berkualitas utk  kebutuhan nutrisi anak2. Anak saya yg pertama & kedua dulu pakai S26, promil, procal, promise. Terbukti sampai sekarang sudah umur 10 & 11 th  jarang sakit , aktif. Pasti salah satunya ada dukungan gizi susu dari masa emasnya. Terima kasih wyeth!"
79,Iya karena sesuai dg kebutuhan untuk menunjang tumbuh kembang anak
80,"mau daftar loyalty drama... mau tabung poin lebih susah lg, dibilang struk nya ga memenuhi syarat. pdhl sudah dikasih semua sampe struk pembayaran pakai kartu kreditnya. dr awal emang ga niat bikin loyalty program. ya wuis ga usah bikin kali kalo emang ga ikhlas. jangan cuman iming2 agar org beli tp kayak gini customer service nya. cari2 in kesalahan yg terletak di nota pembelian. pdhl pembelian nya genuine."
81,Berikan yg terbaik untuk anak dng memberikan susu dng gizi yg terbaik seperti s26...
82,saya sangat merekomendasikan Susu S26 .. karena anak sya sudah mengkonsumsi s26 dri Promil smpai tahap 3 procal gold..rasa dri susunya sngat di sukai oleh anak sya..dan anak sya  tumbuh kmbang sehat dan pintar...
83,"Anak saya sangat cocok dengan S26 procal , aktif ,cerdas ,engk gampang sakit ,saya sangat suka dngn produk ini engk mau pindah kelaein hti �"
84,Susu yang sangat di sukai anak ku
85,"Iya, Susu Wyeth Nutrition S26,  Susu Yang Enak dan bernutrisi Yang ,baik untuk pertumbuhan anak."
86,"Banyak nutrisi yg terkandung dalam susunya, kedua anak saya dr kecila menggunakan susu ini dan sangat baik buat pencernaan, recommended bgt buat mommy2 yg lagi binggung pilih sush "
87,Bagus sekali suka sip deh
88,"Giandra dari hari ke 4 sdh minum S26 gold,,krn direkomendasi oleh orangtua dan saudara Serta teman2 sampai saat ini giandra sangat suka dgn S26 gold dan alhamdulillah untuk saat ini sudah di tahap 3 tidak ada masalah..."
89,"yang merekomendasikan saya menggunakan susu procal gold dari tahap 1 - 3 ( sekarang anak usia 1y7m8d) adalah nutrisi dan kandungan susu nya yg lengkap terutaha DHA perkembangan otak anak yg sangat bagus dan terutama anak saya cocok mengkonsumsi S26 procal gold , anak saya tumbuh cerdas dan aktif"
90,kandungan gizinya yg tinggi s26 SGT membantu pertumbuhan si kecil
91,Bagaimana bunda setelah beralih ke S26 procal gold..apa tidak masalah dg BABnya si kecil
92,"Ini susu bayi yg saya temui ada kandungan kedelainya, jika anaknya lactose Intoleran bisa minum susu ini, bayi saya awalnya pakai produk lain, terus setiap minum susu muncul ruam, yg mengindikasi jika baby alergi susu sapi atau lactose Intoleran, Saya coba S26 ternyata anak saya aman minum susu ini, dan ini lagi peralihan dari tahap 2 ke tahap 3, dan semoga cocok seperti tahap 2, Thanks S26 sudah menjadi susu aman untuk bayi saya dan menolong saya saat kerja untuk tetap bisa … Lihat selengkapnya"
93,anakku dari usia baru 6 bln sampai saat ini 2 tahun 6 bulan minum susu s26.anakku ngak mau yg lain.dan sangat cocok utk anakku.makin pinter decg
94,"Anakku minum Susu S 26 Procal sangat suka sekali karena kandungan nutrisinya lengkap. Pertama minum S26 Procal karena diberi free sample oleh Wyeth,  terima kasih Wyeth"
95,kandungan susunya rendah gula.  cocok untuk anak-anak.. terutama anak saya.  
96,sebelumnya Anak saya BBnya kurang dikasih susu apa saja ga mau... setelah dikasih susu s26 Gold anak q suka banget & BBnya mulai naik..... Alhamdulillah.....
97,"Dari lahir sampai saat ini anak sy selalu minum sufor s26 ini.. dan menurut sy susu ini trbaik buat anak sy.. dan sy juga telah membuktikan kalo susu ini emng trbaik buat anak sy.. trimakasih s26 yg telah menjadi susu trbaik buat anak"" "
98,"ya, anak saya suka mengonsumsi susu s26 procal gold"
99,The best product for my child
100,"S26 procal gold nutrisi lengkappas buat buah hati ku,,,yg aku suka dari susu ini kepintaran dan hebat nya si kecil aku memakai nya dari usia 0 bulan sampe dengan sekarang tahap 3… Lihat selengkapnya"
101,nutrisinya lengkap dan baik untuk pertumbuhan anak.
102,"Gizinya Emang bagus beda bgt sama merek susu lainnya Biar mahal yg penting kandungan gizinya banyak bikin ank aktif bgt dan pintar...Ank pertama susunya dri umur 2 Bln udh s26,, anak kedua so pastii S26 juga biar ikut pintar Kyk kakaknya"
103,s26 memng benar2 hebat..bagus untuk otak dan tubuh ga nysel ngasih susu s26 dari anak yg pertma smpai punya anak yg ketiga tetap s26
104,Pintarnya beda banget ��
105,"susu yg bermanfaat dan mengandung nutrisi yg di butuhkan anak sehingga anak lebih aktif, sehat, dan banyak akal, terima kasih S26 procal dari Wyeth Nutrition ID sudah mendukung tumbuh kembang anak saya.#S26procal#Wyeth Nutrition ID"
106,s.26 terbaik....Manggala semakin pintar dan aktif.....
107,"Susu pertama dan satu""nya yang cocok dengan putri saya .... Ketika saya Binggung Lepas asi coba susu merek ini dan itu tidak ada yang cocok satupun. Hanya s26 yang cocok.terima kasih"
108,kandungan nutrisi ny bagus
109,"Emang beda kalau susu yg bagus mah. Fumiko seneng bgt ama susu ini... setelah nyobain bbrp susu hasilnya kebuang trs, s26 fumiko langsung cocok."
110,"sufor yg the best utk tumbuh kembang anak, kandungan gizi sangat lengkap. thanks to S26."
111,"Terima kasih atas apresiasinya Mam, semoga si Kecil sehat selalu ya"
112,"sempet bingung bwt nyari pengganti susu yg biasa d minum sama putriku,liat2 kandungan lactosa ny lmyan tinggi s26.baru deh pindah ke susu ini.... Alhamdulillah anak doyan..."
113,"haii .. momi2 semua . Saya di sini sekedar berbagai pengalaman saja,awal mula saya memakai S26 pada anak pertama saya di usia 0,wkt umur 0 anak saya minum susu morinaga tp BAB nya keras,dan saya coba konsul ke dokter dan di saran kan nutrilon dan saya mencobanya tetapi,anak saya mengalami diare . Saya coba konsul lg ke dokter dan akhirnya,di saran kan untuk menganti susu ke S26 dan bersyukur anak saya BAB lancar dan tdk mengalami diare lg . Dan sampai usia 7 thn skrng, anak … Lihat selengkapnya"
114,iya.. alhamdulilah mulai usia 10 blan anak saya minum susu ini.. kenapa anak sy mnum susu ini??? cerita singkat anak sy pernah muntaber ampe 3 kali dn tak ada susu yg cocok.. dri saran tmn dn dkter ditawarkan susu formula ini.. dn alhamdulilah cocok.. dn skrg anak sy usia 2 thun 4 blan.. semakin pintar dn sehat.. anakq muh. aidil adzan
115,saya sdh buktikan hasilnya pada anak saya...selalu yang terbaik
116,"min saya mau tuker poin,tapi wa saya gak perna di respon udh 4bulan buat nambah poin saja gak di bales di suruh nunggu sampai mendapat respon selanjutnya tapi tak perna di respon! no WA yang baru saya tidak perna di respon!"
117,Susu yang sangat baik untuk pertumbuhan dan perkembangan otak anak....nutrisinya jg lengkap dengan Multiexcel.....Highly Recommended banget deh......Mantabs S26 Procal Gold 
118,anak saya cocok minum susu s26
119,"S26 Procal Memang Susu Formula Pertumbuhan Yang Mengoptimalkan Kecerdasan Anak, Alhamdulillah Saya Selalu Memberikan S26 Procal Kepada Putri Saya agar Tumbuh Kembang Putri Saya Menjadi Sehat, Kuat, Putri Yang cerdas Amin.... "
120,nutrisinya lengkap sesuai kebutuhan si kecil 
121,Pengen nyoba Sample nyaKarena anak susah kalo di kasih minum susu Jadi suka rugi terbuang terus kalo beli
122,s26 memang pintar nya beda..tidak nyesel deh anak saya minum s26 procal gold
123,"pokoknya the best bgt, anak saya sukak"
124,"Anak saya mulai minum susu s26 Sejak usia 6 bulan. Pertama tama saya Sempat bingung mau Kasi supor apa, setelah baca2 mengenai produk s26 saya tertarik Krn kandungan gizi di dlm susu cukup lengkap Dan Alhamdulillah sampai Saat ini usia anak saya Sudah 2 thn 3 bulan tetap konsumsi supor s26. Terimakasih s26"
125,Anak saya gak cocok mbak minum s26 promil tahap 1 bab nya keras dan suka muntah
126,"saya tw susu s26 sangat baik untuk tumbuh kembang anak tp saya sebagai pemula minta info dong bedanya s26 promil gold dengan s26 promil tahap 1, karena saya menggunakan yang tahap 1"
127,alhamdulillah anak saya suka susu s26 promik tahap 1..
128,"Dari anak pertama sampai anak k,dua susunya y tetap s26Hasilnya mantap"
129,Susu formulanya sangat bermanfaat sekali untuk balita
130,susu nya enak n bagus...
131,Iya anak saya uda 3 thun lebih minum susu ini
132,"iya, karena selain rasany enak jg dpt memenuhi kebutuhan gizi anak"
133,Terima kasih atas kesetiaan dan kepercayaan Mam menggunakan produk Wyeth Nutrition. 
134,"susu formula nutrisi paling lengkap... dri anak pertama sampe anak kedua,  tdk pernah berpaling dri s26... anak2 sllu minum susu sampe tahapan akhir..."
135,asupan tambahan sikecil yg kandungan na lengkap bngtt buat akal   n fisik si kecil..rasa na pun si kecil suka jd na sikecil g mau berpindh kesusu yg lain.. ditmbh pula dngn hadiah2 menarik dr wyeth bikin emak na g mau gnti susu anak na ke yg lain 
136,"suka sekli dgn produk ini,kandungan gizi vitamin dll  bgus dan kandungan  gulanya gak banyak...ilove u pokonya.."
137,"Nutrisinya lengkap,pertama x anak saya minum sufor mulai 6bln sampai  sekarang udh 3Tahun ttp menggunakan S26,anak saya pintar & aktif bgt..Trimakasih S26,ttp jd susu terbaik buat anak2."
138,"Sudah dikirim struk dan sendok tapi hadiah rubbermaidnya gak dikirim, php"
139,"ank saya suka dan cocok dgn susu s26 procal ,stelah bbrapa x gonta gnti merk susu ,dgn s26 alhamdulillah dy suka ..jd, gg bingung lg deh buat milih susu sikecil ..."
140,jangan terlalu mahal.....
141,"cocok untuk anak-anak saya, kandungan gizinya pun banyak."
142,"Susu s-26 emanx mantap hebatnya beda anak2 jadi aktif bangat, & banyak akalnya, pinter dan bawel bangat, anak saya 2 minum s-26 dari kecil ampei skr yg lanjutan 4 promise gold, pokoknya s-26 top bangat dech "
143,"saya seorang ibu rumah tangga, dengan 2 anak. dan Alhamdulillah..dua2nya memakai susu produk dari wyeth. untuk anak ke 2, masih usia 2 bulan...Dan Alhamdulillah dr pengalaman kakaknya walaupun tidak bisa memberi asi..dengan produk dr wyeth S26 dan procal, promise tumbuh kembang sama cepat dan hebatnya dengan anak yg minum Asi. jadi saya rekomendasi kan produk wyeth sebagai pengganti ASI untuk anak Bpk/ ibu.. karena jng pernah coba 2..untuk anak kita...wyeth.... emang bisa dipercaya "
144,Susunya bagus cm respon WA atau IG lama bangeeettt balasnya. Kadang 1 sampai 3 hari belum tentu di bls 
145,kata anakku enak apa bner susnya warna agak kuning ya baru nyoba
146,Saya suka produk nya....konsumen srg dtlp utk mengetahui perkembangan buah hati... istilahnya maintenance customer. Biar ga lari k produk sejenis...tapi respons WhatsApp sangat lambat.
147,rasa na enak... anak ku suka banget
148,produk susunya yg bagus utk bayi pd masa pertumbuhan
149,males tidak menguntung kan sy
150,Terima kasih atas apresiasinya ya Mam.
151,"alhamdulillah,dengan izin Allah semenjak minum susu S26 anak saya semakin membaik,dah 3x ganti susu,krna beol@ keras,alhamdulillah semenjak minum susu S26 procal gold BAB anak saya jd lancar,..anak@ semakin aktif dan pinter...terimakasih S26 your is the best"
152,Untuk membantu ibu memperoleh informasi yg baik tentang nutrisi baik buat anak
153,Susu bernutirisi lengkap dan bebas gula tambahan.Penting untuk anak Anda.
154,"ank sya baru lahir awal'a minum bebelac..tp slama 3 hari dia mencret trus gk serasi..mala lngsunk gnti susu S26 Gold dia mala suka bgt..pup nya pun bgs banget mala.. susu nya kuat bgt smngkin umur dia 2 thn.mklum akibat dlu karena asi sya sedikit.. susu S26 gold ini ank2 menjadi pintar.daya ingt begtu cepat,apa yg kt ucapakn dia cepat nangkep..susu S26 Gold luar biasainsya allah sterus nya smpe ank ke2 S26 gold terus..sukses trus yh"
155,susu berkualitas untuk masa pertumbuhan anak
156,nutrisinya lengkap anak jadi tumbuh sehat dan pintar
157,"Yeay hadiah tukar poinnya sudah sampai. Prosesnya cepat. Hadiahnya bagus. Terimakasih S26 procal gold. 123 pintarnya memang beda. Anak ku usia 2 tahun sudah bisa bernyanyi beberapa lagu anak dan lagu dewasa juga sih � berhitung smpai belasan, mebaca doa harian, huruf hijaiyah, tahu nama nama hewan in english dan indo, tau anggota tubuh in english dan indo berbicara lancar jelas,  ceria dan selalu bertanya."
158,Anak saya yg pertama dan kedua alhamdulillah keduanya menjadi anak yg sehat dan pintar
159,"s26 procal gold - membuat anak saya stevani halona lebih aktif, cepat tanggkap, lincah, pengertian, perhatian. beda anak beda pinter nya.. untk rasa anak saya suka 1x minum bisa 210ml lebih (harus penuh dot nya hehe) untk pup ny setiap hari tidak pernah keras jg. terima kasih s26"
160,Nutrisinya lengkap dan BAB si anak tetap lancar
161,ad yg kurang cuma hadiax ga pernah ada
162,"produknya bgus, tp respon wanya kurang. smntara ud mepet jdwal rewards point.. dan tdk ada event untuk penukaran point.."
163,Minum susu S26 anak jd sehat n pintarnya beda
164,sehatnya dapet pinternya dapet hadiahnya dapet
165,"Dear, Mam. Terima kasih atas kepercayaan Mam pada Wyeth Nutrition dan kami mohon maaf untuk ketidaknyamanannya. Jika berkenan, Mam dapat menyampaikan kembali hal ini beserta nama dan nomor telepon melalui inbox, tim Wyeth Careline akan menghubungi Mam … Lihat selengkapnya"
166,"semenjak anak saya pake susu S26, dari usia 6buln sampai skrg usianya 1thn 6bln,sumpah aktif n cerdas bgt."
167,pintar nya beda utk anak2 
168,"dr anak 1,pe yg ke 3 nih,aq slalu percaya kn susu pendamping asi q,dgn s26.makasih untuk kualitas yg aq percaya.smoga slalu terjaga."
169,Bagus bgt susu nya wat perkembangan otak anak usai balita
170,"Dear Mam Yayuk, terima kasih atas saran yang disampaikan "
171,Sendok susunya di beri tempat sendok dalam kaleng supaya saat buat susu ga lama nyari sendok dalam bubuk susu
172,Yg j3las jelas pinternya beda���
173,ada aja ide kreatifnya setiap hari. bangga sudah memberi si kecil s26 
174,sejak ganti susu s26 BAB anak saya lancar tidak mencret lagi nutrisi si kecilpun terpenuhi dan si kecil suka terimakasih s26
175,"Setelah lepas ASI anak sy dua2nya pake s26 procal dan procal gold,,,,susu yg recomemded bgt buat memacu kecerdasan otak anak,,,,gk bkin gemuk2 bgt krna gk bnyak gula,,,suka bgt deh sama susu ini,,,,"
176,Berjuta Akal Sehat Setiap Hari
177,"Berkwalitas dan rasanyapun enak, anak saya dr baby smp skrg usia 16 bln tetep setia minum s26 procal gold"
178,pkkx bagus buat baby..dn salah satu dokter anak ak bneran blng susu s-26 procal GOLD in yg hmpir sm nitrisix sperti ASI..slmat mncba
179,anakku suka n cocok dengan susu s26 procal... nafsu makan bertambah... babnya juga lancar... pokoknya s26 procal recommend bangeet...
180,bagus buat tumbuh kembang anak qu..
181,produk bagus.s26 pilihan sya untuk anak.skian sudah ganti2 produk.s26 tdak menyedian kan s26 d tokoh terdekat.sya bli nya lumayan jauh.
182,cocok skali untuk anak saya.. manisx pass .
183,"anakku usia 20 bulan baru dikasih sofur, saya kasih S26 procal gold dia langsung suka, mungkin rasanya ga beda ma asi jadi minta nambah minum susunya.. "
184,Alhamdulillah kandungan susu s26 Procal gold sangat bagus....buat pertumbuhan ank sy...
185,Andi alfiyyahhttps://www.facebook.com/andinurj.../videos/128281951525369/
186,Tahan brp y sist?
187,"Saya udh pake s26 dari anak saya lahir sampai sekarang unur 1,5 tahun..ga pernah cb buat ganti sufor yg lain..s26 dihati"
188,"Sebelumnya saya  mengucapkan banyak terima kasih kepada Wyeth nutrition S26, karna  saat baby saya berusia 2 bulan dan sampai saat ini sdh berusia 1thn 22 hari masih mengkonsumsi susu S26 yg manfaatx nyata terlihat banyak terlihat di usia 6 bln gigix sdh tmbuh dan di usia 12 bln sdh mulai melangkah meskipun baru 1 sd 3 langkah. Dan berat badanx saat ini 10.4 kg dgn tinggi 61 cm, terima kadih wyeth nutrition�"
189,sampel gratis mo di kirim kpn????
190,nutrisi yang baik untuk pertumbuhan anak
191,"Ankku BB ssah naik n BAB kdg ga lncar, pgn pindah sufor s26 pi yg apa y yar mkanny lahap n BAB lncar.."
192,sebagai ibu baru banyak pengetahuan yg saya dpt dr Wyeth Nutrition ID
193,susuny mang bagus untuk tumbuh kembang si kecil...
194,ank saya dr umur 6buln sampai 4 THN msh minum susu s26..ank pertama dan ke 3
195,"Sebelumnya saya mengucapkan banyak terima kasih kepada Wyeth nutrition S26,... Karena komplain saya soal produk promil gold S26 direspon dan ditanggapi dengan baik..  Terima kasih Wyeth nutrition."
196,cocok untuk anak saya usia 6bln keatas
197,Jagoan nya mami... Suka sekali ���
198,"anakku semakin pintar, dan sehat....daya inmunnya kuat"
199,"Terima kasih atas sarannya, Mam Kristina. "
200,"masih ini ....  semoga ditingkatkan hadiah hadiah buat para mommy"" syantik"
201,trimakasih atas sample nya semoga dede cahaya suka
202,Anak saya pakai s26 anaknya cerdas aktif
203,saran aja lebih baik di buatkn grup WA..untuk para pelanggan wyeth..biar mempermudah..dan hadiah poin nya mana kok blum keluar juga..poin udah ngumpul..
204,S26 bagus..Sarannya saja untuk penukaran struk jumlah poin yg diberitahukan berbeda padahal saya mau tukar poin..Mohon lebih ditingkatkan lagi proses pengumpulan poin via wa karena responya lama..Terimakasih
205,The best sufor untuk tumbuh kembang anak.
206,Anak sy sukaSayapun senang ananda gak ada masalah kesulitan BAB lg...
207,kandungan gizix cpat menaikkan berat badan anak
208,"Anak saya dari lahir langsung di bantu S-26 Promil gold karena ASI saya kurang, sampai sekarang umur 23 bulan masih lanjut S26 tahap 3..Lengkap Nutrisinya, cerdas anaknya.."
209,jempoll.... sesuai sama kandungan gizi yang d perlukan
210,Anak saya dari bayi ga da masalah dengan Wyeth 
211,S26 hbtnya emg beda .... thanks you s26
212,Serasi dgn anak - anak
213,Alhamdulillah.. dari usia 6bulan sampai sekarang anak saya usia 20bulan mengkonsumsi susu S26 procal gold.. pintarnya beda 
214,saya ada sedikit cerita nich...
215,"Program tukar poin sekarang agak ribet ya. Chat WA lama sekali respon ny. Mana sudah mepet waktu penukaran ny, kan ketar-ketir kalo poin segitu byk hangus. Mending seperti 2th yll tukar poin kecil” buat anak. Sekalian kenang”an ada lebel S26 kan lucu. Trimakasih admin�"
216,bangus untuk perkembangan otakk anak
217,susu yang bagus buat anak
218,nutrisi lengkap untuk perkembangan si kecil
