index,Review
57,Hari ini bli susu morinaga platinum rencana mau bli 10 kaleng biar dpt sofa nya tapi dah g ada promo hadiah sofa nya.akhirnya beli  2 kaleng  promo dpt tas tapi malah g di kasi kan tas nya posisi sdh sampe rumah baru sadar �
58,"Saya mau tanya,bagaimana cara penyajian dr pengalihan sufor sebelumnya ke morinaga, takarannya brp sendok? Biasanya anak saya minum 120ml 3,5sendok"
59,"Anak saya tidak suka susu formula bubuk, sudah dicoba yg lain juga tidak cocok.Akhirnya saya coba susu morinaga chil go jd mau minum sufor dan didampingi ASI.. sekarang badannya lebih berisi."
60,Anak saya pertama alergi susu n******* lalu kata dokter alergi susu sapi karena turunan dri saya.. Tetapi lgsg saya ganti ke morinaga lgsg g ada alergi susu sampai sekarang..
61,"Mas rico minum produk morinaga dari mulai bmt selepas asi,  lanjut chilmil,  chilkid dan sekarang chilschool.  Meskipun kurus karena kandungan gula lebih sedikit Dibanding produk lain tetapi alhamdulillah aktif dan cerdasnya  diacungi  jempol."
62,"Terima kasih Morinaga Platinum yang telah membantu pertumbuhan Jingga. Tidak hanya susunya, gift yang diberikan juga membantu tumbuh kembang Jingga. Terlebih customer servicenya yang sangat ramah dan banyak memberikan informasi dan panduan bagi saya untuk memantau perkembangan Jingga. We love you, Morinaga Platinum."
63,"Hebat...bikin anak g gampang sakit,dan selalu ada kejutan...."
64,Terimakasih morinaga aZzaM suka bnget susu chil school yg coklat
65,"Anak Generasi Platinum Sang Juara----------------------------------------------Selama mengkonsumsi susu morinaga, anak pertama kami gabriel jarang mengalami sakit karena prebiotik laktulosa yang terkandung dalam komposisi morinaga serta bertumbuh dengan cerdas dan bab yang lancar,oleh sebab itu kami juga mempercayakan susu morinaga untuk anak kedua kami michelle. tq morinagaSuka · · Bagikan… Lihat selengkapnya"
66,"sufor yang kandungan gizinya terbaik..hipoalergenik,enak.."
67,Anak saya dari lahir di kasih morinaga platinum BMT.. setelah usia dua bulan buang air besar nya selalu warna hijau kehitam hitaman terus aga encer sampe sekarang umur 4 bulan masih seperti itu.. apa memang wajar atau ada masalah ya??
68,"Mengapa susu chil kid soya bisa habis sih seatero jagad raya ini.. Saya sudah terlanjur pake susu ini, kenapa bisa terjadi ya dgn morinaga.. Saya bener2 kecewa dgn produk chil kid soya sampai2 bisa habis.."
69,Anakqu suka susu cilkid sejak masuk umur 16 bulan.karena asi saya sudah tdk keluar.dia suka sekali sm cilkil vanila maupun madu.alhamdullah tumbuh kembangya bagus n pencernaan bagus.
70,Kandungan susunya bagus ditambah lagi sharing yang bermanfaat setiap harinya. Mantap deh buat Morinaga Platinum
71,"Susu Morinaga Platinum memang susu yang sangat bermanfaat untuk Anak Generasi Platinum Sang Juara, karena susu ini membuat pertahanan tubuh si kecil seperti menjadi ganda dan membuat kecerdasan anak meningkatsebab morinaga plainum dibuat dengan formula platinum"
72,"My little angel Jesslyn sangat menyukai susu formula Morinaga Platinum Chil Kid. Pertumbuhan anakku sehat, cerdas dan pintar apalagi selain MORINAGA PLATINUM SANG JUARA."
73,"""ANAK GENERASI PLATINUM SANG JUARA"""
74,"Dari bayi sampai sekarang umur 4,8th twin slalu mengkonsumsi susu Morinaga..alhamdulillah skrg minum susunya Chil School 4+ dan Chil School 4 Soya..Terima kasih morinaga"
75,"Anak saya sdh pakai morinaga sejak 10bln smp skr 21bln. Tp masalahnya kenapa ya tiap beli selalu berbeda2 isinya. Sering kali dpt yg menggumpal dan berbusa saat dikocok. Klo saya perhatikan ketika konsumsi yg menggumpal dan berbusa perut anak saya bs kembung smp besar sekali dan agak rewel jd nya. Tp klo dpt yg cepat larut dan tdk berbusa. Itu ga kembung dan ga rewel anaknya, cm jarang sekali bs dpt yg ini. Kenapa tiap pack kok isi nya beda2 ya? Apa benar kandunganya beda jg?"
76,"Terima kasih MP .. baby azzam pintar, aktif dan pertumbuhannya sangat baik .. bab lancar dan anti bodi nya sangat baik .."
77,Sejauh ini sangat bagus...
78,"Alhamdulillah si kk dari usia 0bln - smpai skrg usia 1bln 3mgu minum susu morinaga, dan sekarang si kk makin aktf gerak tumbuh kembangnya sangat baik . Terimakasih Morinaga.  "
79,Cocok untuk kedua jagoanku.... sampe saat ini gag ad keluhan. Hanya saja di tempat rafa dan rangga tinggal jarang ad event2 dari morinaga......
80,"Anak saya dari bayi sudah pake morinaga platinum sampe sekarang umurnya 4 th masih pake childschool platinum, tumbuh kembangnya sangat bagus, anaknya cerdas, daya tahan tubuh bagus jarang sakit dan ampe sekarang belum pernah diare, berat badan ideal dan tinggi lebih tinggi dari anak seumuran Nya sampe disangka orang udah umur 5th lebih, makasih morinaga platinum memang is The best,...."
81,"Ank saya Nesya dari umur 1minggu sampai dengan sekarang minum susu morinaga,lihat tumbuh kembangnya bagus bangatUsia 2 thn udah lancar jalan dan berbicara dengan jelad"
82,Setelah umur 1 tahun saya mencoba untuk ngelepas asi pada anak saya dan menggantinya dengan sufor semua produk sdh saya coba dari yg mahal smpe sufor paling standar ternyata gak ada yg dia mau..smpe suatu saat saya Berinisiatif untuk memberi anak saya chil kid platinum rasa madu wahhhh ternyata dia suka lega banget rasanya gak prnh ada yg kesisa...
83,Anakku awalnya ogah2an minum susu..stelah minum susu chil kid dari morinaga..anakku jdi suka minum susu..^.^
84,Trima kasih morinaga anakku dari umur 3 bln dia minum susu child mid skrg udh lanjut child kid ngak mudah sakit dan selalu aktif...morinaga the best
85,Anak pertama saya sejak selesai cuti melahirkan saya sambung dengan Morinaga BMT. Ternyata tdk ada masalah pada pencernaan dan berat badan jg meningkat serta jarang sakit kecuali ketika mau tumbuh gigi suka hangat badannya dan rewel. Selanjutnya sampai dengan usia 3thn selalu minum Morinaga Chilkid. Begitupun ketika 3th kemudian adeknya lahir saya ttp percayakan dengan produk dr Morinaga utk anak2 saya..
86,"Penasaran,saya selama ini pakai chilkid selalu dapat sendok kuning,sedangkan tetangga dapat sendok warna merah,sepele sih,tp jadi penasaran juga,apa ada beda nya ya?untuk yg reguler.."
87,"Dear morinaga.. Mau tanya anak sy dr BBLR uda pake susu formula BMt.. Skr usianya 10m.. Nah stelah MPasi anak sy kena alergi,, apa bisa awalna tdk alergi susu sapi skr bisa alergi susu sapi.. Mohon pencerahannya.. Tq"
88,Sy pelanggan morinaga platinum tuk dua anak..saat ini chil kid n chil mil... sy suka anak2 pertumbuhannya sgt bagus
89,Anak saya dari mulai konsumsi BMT sampe sekarang chilmil BAB nya selalu lancar gk ada masalah pencernaan .. Berat badan juga setiap bulannya naik terus .. Pokoknya oke bgt
90,"Saya percayakan susu pertumbuhan anak saya Niseen Mazaya pada rangkaian produk morinaga sejak baru lahir hingga usia 1 tahun sekarang, dan terbukti perkembangan otaknya menjadi optimal serta daya tahan tubuhnya kuat sehingga tidak mudah sakit. Trimakasih morinaga...."
91,Susu bagus dan sehat
92,"Anakq doyan bnget minum morinaga platinum,cocok krn kandungan gizi di dlmnya komplit,.klo ada promo"" tolong di share yaa"
93,"Habibi abis lepas asi jg pake morinaga, dia suka rasa nya top deh"
94,"""Anak Generasi Platinum Sang Juara""Atas saran sahabat, kami memilih Morinaga sebagai minuman pendamping untuk Putra kami Akhtar Faeyza Athari  dan terbukti Akhtar tumbuh Sehat, Pintar, Lincah dan Cerdas. Saat usia 6 bulan saya mulai memberinya makanan tambahan. Saya bahagia karena Akhtar selalu makan dengan lahap dan tentunya tetap mengkonsumsi  Morinaga sebagai minuman pendamping untuknya. Tanggal 28 April 2014 Akhtar genap berumur 1 tahun.. Semoga Akhtar tumbuh menjadi ana… Lihat selengkapnya"
95,"Bunda mau nanya ni ngak ad ya hadiah buat yg mngkonsumsi morinaga soya,,,, kn sama-sama pkek produk morinaga"
96,"Anak qu cerdas karna minum susu formula morinaga ,dari BMT.chil mill sampe chil kid....alhamdulilah anak qu jenius cerdas dan mudah tanggap"
97,"Setiap ibu pasti akan memberikan yg terbaik utk anaknya... begitu jg saya. Saat memilih susu formula utk anak kedua saya sempat bingung untuk menentukan mana yang terbaik, dan percaya atau tidak saya membaca semua informasi nilai gizi di semua kemasan susu yang masuk di nominasi.. mendalami arti serta manfaatnya. Akhirnya pilihan saya jatuh kepada BMT platinum yang mengandung laktoferin, laktulosa, nukleotida, serta prebiotik dan probiotik yang tinggi dan terutama yang paling… Lihat selengkapnya"
98,Anakku mulai lahir smp skrg tetap mengkonsumsi morinaga platinum.hasilnya anakku tidak mudah sakit dan sangat ceria.
99,"Haiii,  anakku berumur 14 bulan, sekarang udah menggunakan chilkid 3, perkembangan baby sekarang sangat pesat, bahkan daya tahan tubuhnya jd lbh kuat dan jarang demam,,,,"
100,"Setelah cukup waktu pemberian ASI, saya pilih chil kid untuk junior saya yang kini berusia 2,3 tahun. Saya dan junior saya sudah mendapatkan banyak sekali keuntungan. Perkembangan junior saya sudah tampak mulai dari sifat yang enerjik, aktif, dan mulai muncul pemikiran yang pintar dan kreatif. Keuntungan lain tentunya saya sudah mendapatkan reward dari morinaga, salah satunya reward Sepeda mini utk junior saya. Terima kasih morinaga, semoga junior ku benar2 generasi platinum"
101,"Adam dr 0hr sampai 2.5th pakai produk morinaga plat mulai dr bmt plat, chilmil plat dan skrg chilkid plat. Alhamdlh jarang skt, sangat2 aktif dan cpt tanggap, bentar lg mau ganti chilschool. Rasa vanila ataupun madu tetep suka semua,, mksh mp atas produknyaa"
102,Maaf sy mau kasih saran tolong dong untuk morinaga chil kid soya 3 d kemas jg yg ukuran 800gr anak sy pake soya soal ny alergi susu sapi tpi untuk chil kid soya 3 gk da kmsan besar nya....
103,"Jason anak kami sudah mengkonsumsi Morinaga sejak lahir hingga sekarang. Morinaga BMT, Chilmil, Chilkid benar-benar sudah terbukti menjadikan anak saya Anak Generasi Platinum Sang Juara karena kandungan vitaminnya yg lengkap sehingga selama ini Jason ga gampang terserang penyakit.Selain itu,kandungan laktasi produk Morinaga sangat cocok dan aman bagi pencernaannya.rasa vanilla sangat disukai Jason. Bakteri baik di dalamnya juga membuat Jason memiliki imunitas yang cukup. Dem… Lihat selengkapnya"
104,Ko harga susu morinaga nya beda2 ya.apalagi beli di kalbe harganya lebih mahal
105,"Dear morinaga. Anak ku konsumsi chilkid platinum dari dia umur 1tahun dan sekarang umur nya dah 15bulan. Tp kenapa setiap abis minum susu itu akhir2 ini poop nya jd encer ya ga berlendir sih. Dan aku juga dah check ke DSA nya katanya pencernaan anak ku lg ga bagus, dan anak ku di suruh minum Susu non lactosa dan kebetulan aku pilih susunya juga dari morinaga, yg mau aku tanyain boleh ga si susu NL 33 itu di konsumsi buat anak 15bulan soalnya di petunjuk kaleng nya cuma sampe … Lihat selengkapnya"
106,"Thx Morinaga....BMT, Chilmil and now Chilkids....sooo amazing to be platinum generation...!"
107,ank morinaga sehat n pintar trz aktif gk prnh sakit Mksh morinaga platinum
108,"Dear mp, anakq sdh 3bln ini konsumsi chilkids gold, awalx pupx keras tetapi lama kelamaan sdh lancar, cuman berat badanx kok g nambah2 ya, pdhl makan dan minum susux lancar...."
109,Ank saya lahiir prematur awal memakai NAN lalu saya ganti sgm tdk dsarankan sma dokter... Dannn akhirnya ank saya alergi susu sapi dokter menyarankn pakai NAN yg ph pro tp ank saya g suka pup nya keras... Akhirnya saya coba morinaga BMT ph-p alhamdullilah ank saya doyan Dan ank saya g pernah sakit dan pup nya tidak keras lg... Sampai ckrg pakai chil mil ph-p.... Tiap bulan dpantau jd ngerasa dperhatiin... Terimakasih morinaga....
110,trimakasih MP brkat kamu anakku jarang bgt sakit aplg satu tahun kemarin ga pnah sakit cma demam dikit itupun krn gigi numbuh diatas sekali numbuh banyak. salut dehhh....biasany umur2 balita kn lbh gampang sakit.tapi saya mau nanya bagaimana cara mengatasi anak y suka takut seperti anak saya dengar suara hulan ato sejenis mobil alat berat dia ketakutan kenceng bgt nangisny sampe lari2 ga karuan kadang ampe nabrak benda2 sekitarny abis tu diam aja diajak bcanda jg ga mau seny… Lihat selengkapnya
111,"Si kecil sudah saya berikan susu morinaga platinum mulai dari BMT sampai Chil Kid karena si kecil tergolong anak yang susah makan sehingga saya harus kasih susu yang terbaik buat melengkapi gizinya, alhamdulillah produk morinaga platinum cocok dengan dia sehingga mendukung si kecil menjadi sehat dan jarang terserang penyakit sehingga dia bisa aktif beraktivitas dan tambah pintar..terima kasih morinaga platinum"
112,Trimaksih morinaga. Anak ku dpt tmbh sehat dan cerdas
113,"***Anak Generasi Platinum Sang Juara***Produk Morinaga memang layak untuk dikonsumsi oleh anak-anak yang menginginkan perkembangan yang hebat disertai dengan prestasi yang membanggakan, Ini terbukti pada Putri saya Trevina, yang semenjak umur 0 bulan sampai sekarang memasuki usia 3 tahun telah menggunakan produk Morinaga Platinum. Kelincahan dan Keberaniannya tampil didepan umum tidak kalah dengan anak-anak yang berusia diatasnya. Mulai dari bernyanyi diatas panggung, bergay… Lihat selengkapnya"
114,"Anak ku slalu rutin minum Morinaga Platinum, tubuhnya sehat, lincah dan aktif bgt.... slalu kluar ide ide kreatif yg lucu dr nya... I love MP"
115,"""Anak Generasi Platinum Sang Juara""Morinaga menemani setiap tumbuh kembang anakku sampai sekarang,sehingga dia menjadi anak yang sehat,pintar dan cerdas serta menyenangkan,,Dia cepat sekali tanggap jika d ajari sesuatu hal,,Trimakasih Morinaga,,=D"
116,sejak usia 1 bln.anak saya sgt ska.bgitu liat tumbuh kembang ank sya sampai 3bln ini.ank sya jdi lebih aktif.gk gmpang sakit.cerdas.cepat tanggap.berat badan sangt sehat.saya jdi lebih yakin.morinaga memang yg terbaik untuk putra kami.terimakasih morinaga.
117,"Dear Morinaga, dari umur 7 bulan smpai 14 bulan sudah menggunakan MP dari chillmill sampai chillkid dan pernah mnggunakan produk lain langsung batuk jadi kembali ke MP lg, baru baru ini bab sembelit..apakah boleh mengubah takaran jd lebih encer agar kandungan air lebih bnyak atau mengganti Chillkid MP dengan yg soya atau lainnya..terimakasih"
118,"Dear morinaga anak saya umur 19bulan, sebelumnya pakai sufor merk lain dan sekarang ingin beralih ke morinaga.. bagaimana cara penyajian untuk peralihan ke susu morinaga yaa?"
119,"***** ANAK GENERASI PLATINUM SANG JUARA *****Terima kasih kepada Morinaga Platinum telah menemani putri saya mulai bayi hingga sekarang sudah umur 17m. Tumbuh kembang sangat bagus, aktif, cerdas. Senang sekaligus bangga lihat tumbuh kembangnya yg sangat bagus. Terima kasih Moringa.... Tetap setia menemani si kecil setiap hari "
120,Terima kasih morinaga.. terima kasih kalbe.. telah membantu saya dalam memenuhi kebutuhan si kecil yg sekarang sudah beranjak besar..udah 6 bulan usianya...Sebagai ibu yang juga bekerja membantu suami.. dengan aktifitas yang cukup padat.. komunikasi berupa sharing walaupun hanya lewat telepon.. tapi alhamdulillah sangat membantu saya dan juga menambah pengetahuan saya mengenai tumbuh kembang anak.. semoga sampai nanti pihak morinaga dan kalbe tidak bosan dalam berbagi penget… Lihat selengkapnya
121,"Anak saya 10 bln jln 11 bln, biasa dy minum susu Nan HA. Saya mao ganti susu dengan susu morinaga, nama susu nya apa y? Trus bisa memicu alergi nya tdk? Makasi"
122,Anak saya sejak lahir udah konsumsi morinaga platinum. Pertumbuhannya dahsyat luar biasa. Pencernaannya juga gak masalah.
123,"Putri saya berusia 3.8 tahun, mengkonsumsi morinaga dari BMT hingga sekarang Chill school, putri saya paling suka rasa vanila. "
124,"anku mnum susu morinaga child mild.kandungan dr susu morinaga itu ternyata byk.ank yg seumuran ank sy (9bln) ke atas.ank sy udh bs belajar bicara kt2ny udh sgt jelas.giginy udh tumbuh,gerak gerikny sangat aktif.pkokny TOP BGT daaaaahhh.buat morinaga"
125,Bagus untuk perkembangan otak n motorik anak usia 1-3 tahun.
126,"Makasih bingkisannya Morinaga, zahra suka bangets"
127,"Sejak produksi asip saya berkirang, saya memilih morinaga chik kid sebagai bantuan memenuhi kebutuhan susu anak saya. Kebutuhan gizi anak saya tetap tercover disaat asip saya berkurang."
128,Terimakasih morinaga.. sejak zaidan lahir asi sy tidak mencukupi akhirnya dr awal sy udh kasih morinaga bmt n skrg zaidan umur 10bln sy kasih morinaga chilmil.. alhamdulillah anak ny aktif bgt lincah ceria ga gampang skt cerdas n cepat tanggap pencernaannya jg bagus pup ny lancar.. tinggal nunggu 2bln lg buat ganti k morinaga chilkid..
129,"Dari lahir sampai usia 18 bulan anak saya minum ASi, karena udah tumbuh gigi dan sudah gigit sana sini mulai beralih ke susu formula mulai dgn child kid platinum...sepertinya cocok dan mudah2 cocok selalu..."
130,"“Anak Generasi Platinum Sang Juara”Berikan susu Morinaga Chil School Platinum untuk anak usia 3-12 tahun. Sangat bagus bagi anak Fams yang sedang berkembang karena mengandung kolin dan AA DHA sekaligus untuk daya tangkap anak. Terbukti adik saya yang baru berusia 4 tahun setengah sudah bisa melakukan pekerjaan orang dewasa, seperti menyapu, mengepel, dan belanja ke warung sendiri dengan mengingat barang-barang yang akan dibelinya. Ditambah lagi dia sangat responsif terhadap … Lihat selengkapnya"
131,Susu bagus pendamping asi utama anakq
132,banyak kandugan vitaminnya
133,"Susu yg baik u/ pertumbuhan si kecil selain ASI,,,"
134,Thanks Morinaga... Dua jagoanku Marvelle (5y) dan Kenneth (8m) tumbuh sehat dan pintar berkat Morinaga Platinum... Love it!!
135,"morinaga,,,anak aku usia 8 bulan skarang lagi batuk,dan bbnya gak naik,,,apa chilmild bisa menaikan bb???kmrin usia 4 bulan minum BMT itu naik trus bb nya,,anak ku lagi aktif bnget makannya setiap hari 4 bintang terus,.tolong bantu jawab morinaga "
136,Produk berkualitas.. i love MORINAGA PLATINUM
137,"anak generasi platinum hebat!!! dari lahir sampai sekarang anakku minum susu morinaga platinum lho. hasilnya anakku pintar,sehat dan tangkas. terima kasih morinaga platinum"
138,"Susu chil kid trnyata bgs bgt untuk perkembangan anak sy. Kalea jd anak yg aktif, pinter cerdas trs g gampang skt.. Apa lg c kakak kalea suka bgt sm susu yg rasa vanila. Ade shakila jg yg skrng umurnya 1bln susunya dibntu sm susu chil mil, suka jg n cocok.. Trmksh MP "
139,"Morinaga  platinum sangat baik buat pertumbuhan anak dan sangat bagus buat kecerdasan anak saya tlah menjadi kan MP tersebut sebagai pengganti asi ibuuuuu,,,,,,,,,,"
140,Setelh anak usia 2 thn saya kasih morinaga rasany enak dan anak sayapyn menyukainy mksh morinaga
141,Anak saya menggunakan susu chilkid platinum dari 1 tahun sampai skr umur 2 tahun. alhamdulillah cocok sejauh ini. bikin anak cepet tanggap dan ga mau diem. sekalian nih saya mau nanya tahun kmrn saya bikin member kalbe family tp belum dateng aja atau konfirmasi apa bisa di bantu follow up. makasi
