userId,username,date,content,tweetId,replyCount,retweetCount,likeCount,inReplyToUser,mentionedUsers,hashtags
7.9301E+17,dishub_bwi,2023-06-26 04:26:04+00:00,"Flight Today 🌤️
Bandara Internasional Banyuwangi

🛬✈️ Jakarta - Banyuwangi PP
SUPER AIR JET - IU 0371 - (A320)
REG : PK-SAZ
RUTE : BWX-CGK
AIRBORNE :  11.07 LT

CITILINK - QG 0701 - (A320)
REG : PK-GTG
RUTE : BWX-CGK
AIRBORNE :  11.17 LT https://t.co/7H4ND6F27v",1.67319E+18,0,0,0,,,
1.30151E+18,mdimasasli,2023-06-26 03:59:50+00:00,"@discommie terbang bersama super air jet,,,, https://t.co/ANneHZfRsR",1.67318E+18,0,0,1,discommie,['discommie'],
147476015,midakris,2023-06-26 01:00:26+00:00,Naik super air jet aman ga si ya? Takut,1.67313E+18,2,0,0,,,
758716928,xunshinefairy,2023-06-26 00:39:00+00:00,@SuperAirJet tolong bales dm ya min,1.67313E+18,0,0,0,,['SuperAirJet'],
1.10688E+18,hyuneewinwin,2023-06-25 23:43:19+00:00,Mending air asia atau super air jet ya?,1.67311E+18,0,0,0,,,
1.14032E+18,Julminus,2023-06-25 17:54:33+00:00,"@ice_roti super air jet klo ngga pelita, cmn 550k",1.67303E+18,1,0,0,ice_roti,['ice_roti'],
1.50572E+18,txtfromaandy,2023-06-25 17:17:08+00:00,"@infotwitwor_ ini mba2 pramugari super air jet itu kalo ga salah deh, pernah lewat di tl 😂",1.67302E+18,0,0,0,infotwitwor_,['infotwitwor_'],
1181270683,classieucal,2023-06-25 17:10:29+00:00,"@_quelapis super air jet sih nyaman banget, tempat duduknya juga lebih luas gitu, aku kemarin pakai itu waktu balik bpp sby sih https://t.co/kehQEJOd1z",1.67302E+18,0,0,0,_quelapis,['_quelapis'],
2336870581,lenkaee,2023-06-25 14:37:35+00:00,Min @SuperAirJet IU768 CGK-LOP 25 Juni 2023 delay hampir 2 jam gaada kompensasi sama sekali gaada tindak lanjutnya kah? Petugas kaya lempar lemparan tanggung jawab gaada yg bneran action.,1.67298E+18,0,0,0,,['SuperAirJet'],
9.81379E+17,gintoukie,2023-06-25 14:34:27+00:00,mjb kak mau tanya prefer air asia atau super air jet yaa?,1.67298E+18,0,0,0,,,
288693349,oliviacaesarya,2023-06-25 13:12:38+00:00,Ngga lagi-lagi naik Super Air Jet,1.67296E+18,0,0,0,,,
1.62268E+18,ari_suaka,2023-06-25 12:17:23+00:00,"VIDEO FULL KLIK LINK https://t.co/LDnwhQoAQw
KALAU PRAMUGARINYA SUDAH MULAI NGAMBIL SAMPAH PENUMPANG RASANYA DIATAS PESAWAT SUPER AIR JET SUDAH MULAI TENANG DAN TAK TEGANG LAGI. #Airport #lionair #superairjet #pramugariindonesia https://t.co/dF04Pie8zF",1.67294E+18,0,0,0,,,"['Airport', 'lionair', 'superairjet', 'pramugariindonesia']"
1542904244,benerbenerga,2023-06-25 12:03:22+00:00,@SuperAirJet halo super air jet. Sy kehilangan 2 buah topi merk hush puppies di tas sy di bagasi selama penerbangan Bali-Jakarta Kamis malam. Tas tiba di pengambilan bagasi dalam kondisi restleting sedikit terbuka. Awalnya tidak sadar ada barang yang hilang sampai hari ini.,1.67294E+18,1,0,0,,['SuperAirJet'],
71988941,heylisya,2023-06-25 10:06:16+00:00,@Putrirawks Kak Mia udh pernah naik Super Air Jet belum? Adenya Lion,1.67291E+18,1,0,0,Putrirawks,['Putrirawks'],
1.48002E+18,yaowt4,2023-06-25 09:35:57+00:00,@SuperAirJet boleh terbang bawa kura-kura peliharaan gak min??,1.6729E+18,1,0,0,,['SuperAirJet'],
538206280,moachacino,2023-06-25 09:14:08+00:00,"skrg malah dipindah maskapai ke batik air, dr awalnya pesen jam 6.45 tbtb dipindah jadi 9.30. yg bener-bener aja dikira orang gapunya jadwal kegiatan lain? atleast kasih alesan yg JELAS. mana cs-nya juga lateresp. kocak. @lionairgroup @SuperAirJet",1.6729E+18,0,0,0,moachacino,"['lionairgroup', 'SuperAirJet']",
538206280,moachacino,2023-06-25 09:06:07+00:00,ini apaan sih udh booking dr jauh jauh hari tbtb h-1 reschedule sepihak bilang jamnya gak available. terus wkt saya booking itu jam apaan? gajelas lagi alesan reschedulenya karna apa. gimana sih? @SuperAirJet,1.67289E+18,1,0,0,,['SuperAirJet'],
9.55769E+17,smileyeay,2023-06-25 06:42:23+00:00,Bercanda banget lo @SuperAirJet 3 jam lebih nyampe delay 2x https://t.co/IKgAUYcgOH,1.67286E+18,0,0,0,,['SuperAirJet'],
1.30437E+18,Glowything1,2023-06-25 02:33:47+00:00,"Pengalaman terbang pertama with @SuperAirJet bintang 1 staff galak, informasi kurang jelas dimarah2in huhu:') https://t.co/PiNxShHLh7",1.6728E+18,1,0,0,,['SuperAirJet'],
859003194,ChandraWgn,2023-06-24 23:26:47+00:00,"@SuperAirJet selamat pagi min, mau tanya, kok saya ga bisa check in online ya?",1.67275E+18,0,0,0,,['SuperAirJet'],
1.29528E+18,mutciiiii,2023-06-24 16:00:49+00:00,@cutievivipao @SuperAirJet Akunmu gembokan net,1.67264E+18,1,0,0,cutievivipao,"['cutievivipao', 'SuperAirJet']",
1.129E+18,elsin_amor,2023-06-24 11:37:48+00:00,"mba"" bca
pramugari super air jet
🧎🧎🧎🧎",1.67257E+18,1,0,0,,,
76849144,indie_0,2023-06-24 11:24:14+00:00,"@raratitihhh Kak mo tanya donk, koper kabin super air jet brp ukuran maks nya ya?",1.67257E+18,1,0,0,raratitihhh,['raratitihhh'],
1.16691E+18,jasa_bikin_web,2023-06-24 11:09:18+00:00,@SuperAirJet hotline berapa min?,1.67256E+18,0,0,0,,['SuperAirJet'],
60820540,Pashatama,2023-06-24 08:55:43+00:00,"Sementara beberapa maskapai lain nutup rute dari Bandung, superairjet ini nambah terus rute, ga cuma Bali dan Medan, Batam juga Balikpapan aja ada. 

Trus skrg cuma dia yg terbang ke Medan dari Bandung. Harganya lebih mahal daripada Jakarta-Bangkok",1.67253E+18,0,0,0,,,
8.36085E+17,lionmarkauu,2023-06-24 07:13:20+00:00,anying di prank super air jet bilangnya last call gue udh lari lari nyeeeettt ternyata delayed orgil,1.6725E+18,0,0,0,,,
709022682,reja_abe,2023-06-24 06:37:37+00:00,"@SuperAirJet hallo min, cek dm",1.67249E+18,0,0,0,,['SuperAirJet'],
7.9301E+17,dishub_bwi,2023-06-24 04:44:42+00:00,"Flight Weekend 🌞
Bandara Internasional Banyuwangi

🛬✈️ Jakarta - Banyuwangi PP

SUPER AIR JET - IU 0371 - (A320)
REG : PK-SGA
RUTE : BWX-CGK
AIRBORNE :  11.00 LT

CITILINK - QG0701 - (A320)
REG : PK-GQA
RUTE : BWX-CGK 
AIRBORNE :  11.26 LT https://t.co/tWtQKiWURI",1.67247E+18,0,0,0,,,
9.85039E+17,Tetabeta1,2023-06-24 03:28:28+00:00,"@SuperAirJet Saya beli tiket plus seat 1D, di IU 741, Denpasar-Jakarta, 24 Juni23, 11:15, ternyata seat yg saya beli sdh dibeli juga oleh orang lain, alias double.
Akhirnya saya dipindah ke seat 2F.  Mengecewakan. Mohon penggantian dan penjelasannya.",1.67245E+18,0,0,0,,['SuperAirJet'],
1.13841E+18,mareeeeet,2023-06-24 02:53:58+00:00,bjir sekarang bandung-medan pp cuma ada super er jet doang trs harganya jd 2jt anjjjjjjj??? kembalikan bdg-medan ku yg 800rb ituuuuuuuuuu @Citilink @airasia @SuperAirJet,1.67244E+18,0,0,1,,"['Citilink', 'airasia', 'SuperAirJet']",
290945374,yrsatyas,2023-06-24 01:22:18+00:00,@SuperAirJet halo ka boleh cek dm kah,1.67241E+18,0,0,0,,['SuperAirJet'],
597892288,sitaayum,2023-06-24 00:12:14+00:00,"@SuperAirJet pagi kak, bisa cek DM asap. Terima kasih",1.6724E+18,0,0,0,,['SuperAirJet'],
1.13229E+18,RafsAkbar,2023-06-23 17:21:46+00:00,"@dolusdelictus Trans Nusantara baru denger, Super Air Jet ga heran lagi",1.67229E+18,1,0,1,dolusdelictus,['dolusdelictus'],
189074845,sonyabsmd,2023-06-23 15:00:13+00:00,Summon @lionairgroup @SuperAirJet perlu bgt penerbangan direct Banjarmasin Pontianak dengan harga terjangkau pastinya🥹,1.67226E+18,0,0,0,,"['lionairgroup', 'SuperAirJet']",
1.44704E+18,citizentjourna1,2023-06-23 14:09:02+00:00,"Maskapai Super Jet Air Resmi Mengudara Di Sultra, Anton Timbang : Hadirnya Maskapai Ini Dapat Membantu Mobilitas Masyarakat Dan Sektor Perekonomian Daerah https://t.co/JSbYEi9sur",1.67225E+18,0,0,0,,,
76038317,anggajayawinata,2023-06-23 14:04:06+00:00,"Woyy, gw nunggu udah dari jam 17:00, sampe detik ini pesawat lu belom boarding juga SAJ - IU 889 KNO - CGK ! Jadwal awal 18:45, Delay kedua 20:45, Sekarang blm juga boarding @SuperAirJet @lionairgroup",1.67224E+18,0,0,0,,"['SuperAirJet', 'lionairgroup']",
1.02199E+18,daniimarulitua,2023-06-23 13:49:58+00:00,@SuperAirJet @lionairgroup pelayanan kalian buruk!,1.67224E+18,0,0,0,,"['SuperAirJet', 'lionairgroup']",
122002573,WityaPS,2023-06-23 12:27:58+00:00,@SuperAirJet info jam operasional maskapi kantor medan jam berpa ?,1.67222E+18,0,0,0,,['SuperAirJet'],
273826490,yudidudidam,2023-06-23 12:27:09+00:00,Ini apa coba yg copot @SuperAirJet ? https://t.co/CxkwaXRnob,1.67222E+18,0,0,0,yudidudidam,['SuperAirJet'],
1.38611E+18,EYESONJlSOO,2023-06-23 12:15:51+00:00,@lionairgroup @SuperAirJet @BatikAirINA tolong dong bales dm @lionairgroup,1.67222E+18,0,0,0,EYESONJlSOO,"['lionairgroup', 'SuperAirJet', 'BatikAirINA', 'lionairgroup']",
1.38611E+18,EYESONJlSOO,2023-06-23 12:04:53+00:00,"apa bgt dah super air jet, jadwal penerbangan gue berubah tiba2 jadi jam4 pagi dan ganti pesawat jadi batik air terus pas gue mau reshedule di website lion air grup gabisa bisa juga GIMANA DEH @lionairgroup @SuperAirJet @BatikAirINA",1.67221E+18,0,0,0,,"['lionairgroup', 'SuperAirJet', 'BatikAirINA']",
1.53883E+18,HertiaviAgatha,2023-06-23 11:51:04+00:00,"@SuperAirJet 
Min buka dm",1.67221E+18,0,0,0,,['SuperAirJet'],
1.6507E+18,LcrTourTravel,2023-06-23 11:08:44+00:00,"info penerbangan domestik :

maskapai Super Air Jet menambah rute penerbangan baru

rute :
Palembang - Bandung  ( PP )
Bandung - Banjarmasin  ( PP )
Jakarta - Banjarmasin  ( PP )
Solo - Pontianak  ( PP ) https://t.co/BWJLepqopi",1.6722E+18,0,0,0,,,
155662274,wverney,2023-06-23 11:07:50+00:00,@SuperAirJet  halo min mau tanya kode penerbangan IU 744 ke Denpasar  jam 17:45 mendarat di terminal berapa ya?,1.6722E+18,0,0,0,,['SuperAirJet'],
899479915,FilterAirJKT,2023-06-23 11:07:33+00:00,Anton Timbang Sambut Baik Beroperasinya Maskapai Super Air Jet di Sultra - https://t.co/R0pMmxn1db https://t.co/Y6w5Uarbl0,1.6722E+18,0,0,0,,,
76038317,anggajayawinata,2023-06-23 10:49:03+00:00,Maskapai lu delay mulu @SuperAirJet !,1.6722E+18,0,0,0,,['SuperAirJet'],
16645845,yacko,2023-06-23 10:37:20+00:00,Pertama kali terbang dengan super air jet yang super late 😬,1.67219E+18,1,0,0,,,
1.31301E+18,indosultra,2023-06-23 10:04:18+00:00,"Super Jet Air Resmi Mengudara di Kota Kendari, Kadin Sultra: Flight Penerbangan Lion Group Sultra Akan Semakin Maju https://t.co/03fQgu1rtU via @IndoSultra.com",1.67218E+18,0,0,0,,['indosultra'],
67197836,ervanguruh,2023-06-23 09:34:42+00:00,@SuperAirJet cek DM min,1.67218E+18,0,0,0,,['SuperAirJet'],
273826490,yudidudidam,2023-06-23 09:11:48+00:00,"Hampir 3 jam, @SuperAirJet , mending buat ke Denpasar cari sate babi! https://t.co/sWPOjBGM92",1.67217E+18,2,0,0,,['SuperAirJet'],
1.02199E+18,daniimarulitua,2023-06-23 09:08:15+00:00,1.5 jam itu waktu yg berharga. Gw mau liat kompensasi lo sesuai ga dengan waktu 1.5jam yg hilang itu @SuperAirJet,1.67217E+18,0,0,0,daniimarulitua,['SuperAirJet'],
1.57371E+18,Lutfck8,2023-06-23 08:49:27+00:00,"@sun_smile25 @SuperAirJet Saya perginya 6 jam delay, pulangnya delay juga :)",1.67216E+18,0,0,0,sun_smile25,"['sun_smile25', 'SuperAirJet']",
1.57371E+18,Lutfck8,2023-06-23 08:46:02+00:00,@SuperAirJet bubar aja udah :),1.67216E+18,0,0,0,,['SuperAirJet'],
1.4801E+18,BernadeteMulia1,2023-06-23 08:41:31+00:00,"Super Air Jet IU 753 DPS-&gt;CGK delay 3jam. Baru diinfo delay 5 menit sebelum boarding jam 13.45.🤦‍♀️ diinfonya jam 16.10 pesawat baru dateng, tapi sampe skrg jam 16.40 belum ada info apa2💁‍♀️ kompensasi delay juga gak tau dapet/engga. Penumpang sekarang terbengkalai. @SuperAirJet",1.67216E+18,0,0,0,,['SuperAirJet'],
381841854,pcyeolloey,2023-06-23 08:36:48+00:00,"@SuperAirJet min mau tanya, syarat penerbangan Juni 2023 apakah wajib vaksin covid booster ke-2 (vaksin ke-4)? Apakah bisa jika baru vaksin booster ke-1 saja? Terima kasih.",1.67216E+18,1,0,0,,['SuperAirJet'],
1.1212E+18,sleeperqueen_,2023-06-23 08:31:18+00:00,"Hari ini mau plg pake @SuperAirJet harusnya pesawat jam 15.15 wita, tbtb pas check in diblg cancel jdnya 15.45 wita. Sampe jam 16.30 wita masih belom boarding gatau alesannya apaa. Denger2 udah berapa pesawat yg delay dr jam 13.00 wita smpe jam 16.30 masih belom masuk juga guys🥲",1.67216E+18,0,0,0,,['SuperAirJet'],
1.23477E+18,telisik_id,2023-06-23 08:30:15+00:00,"Pertama Kali Mendarat di Sulawesi Tenggara, Pesawat Super Air Jet Disambut Water Salute dan Tari Mondotambe

https://t.co/ZmgWUvRNvn",1.67216E+18,0,0,0,,,
19441409,UQUky,2023-06-23 07:22:40+00:00,"Penumpang Penerbangan @superairjet IU 752 yang dijadwalkan terbang pukul 10.45 WIB, akhirnya diperkenankan masuk pesawat pada pukul 14.00 WIB, setelah mengalami keterlambatan hampir 4 jam. Alasan keterlambatan ""masalah operasional"" .... https://t.co/4OeI18q0Be",1.67214E+18,0,0,0,,['SuperAirJet'],
19441409,UQUky,2023-06-23 07:16:16+00:00,"Akhirnya Penerbangan @SuperAirJet IU 752 dgn jadwal terbang pukul 10.45 WIB, para penumpangnya diperkenankan masuk pesawat pada pukul 14.00 WIB, setelah mengalami keterlambatan hampir 4 jam.",1.67214E+18,0,0,0,,['SuperAirJet'],
3299433440,zonasultraid,2023-06-23 06:50:48+00:00,Anton Timbang Sambut Baik Beroperasinya Maskapai Super Air Jet di Sultra https://t.co/hbPtPEi9ln lewat @zonasultracom,1.67214E+18,0,0,0,,,
1.23477E+18,telisik_id,2023-06-23 06:35:33+00:00,"Super Air Jet Resmi Mengudara di Kendari, Cek Rutenya
https://t.co/9ZWjoxF7PG",1.67213E+18,0,0,0,,,
585474087,lololorawr,2023-06-23 06:29:26+00:00,pertama kali naik super air jet wkwkwk https://t.co/8qEqMpNqyR,1.67213E+18,1,0,1,lololorawr,,
1.1576E+18,humor1zz,2023-06-23 06:26:36+00:00,"@sleepyrqra jadi teringat dulu aku naik Air Super Jet (kebetulan duduk paling belakang), mbak-mbak pramugari di belakang saling curhat soal masalah hidupnya. 🥺",1.67213E+18,0,0,1,sleepyrqra,['sleepyrqra'],
19441409,UQUky,2023-06-23 06:07:37+00:00,"Siang +62!! Jd drama hari ini adalah keterlambatan @SuperAirJet di Terminal 1 gate A-2. Ada yg jadwal 10.45 WIB smp skr blm brgkat.. Malah simpati sama mbak-mas petugas, manajer operasional maskapainya ke mana ya?  (aku mah duduk manis aja) https://t.co/q3Dq9uuGMj",1.67212E+18,0,0,0,,['SuperAirJet'],
45497107,raguraguicuk,2023-06-23 06:06:13+00:00,"@SuperAirJet banyak bener yg delay ya jam segini.
Semarang, Palembang, Denpasar , Tj. Pandan. Lucunya di display statusnya Panggilan Terakhir https://t.co/nZjr4fV20c",1.67212E+18,0,0,0,,['SuperAirJet'],
9.87881E+17,Kendarinformasi,2023-06-23 05:49:50+00:00,"Maskapai Super Air Jet telah tiba di Bandara Haluoleo Kendari, Jumat (23/6/2023). Maskapai tersebut telah disambut oleh pihak bandara dan rencananya akan melayani angkutan penumpang perdana mulai hari ini.

https://t.co/AB0vLKipzi",1.67212E+18,0,0,0,,,
1388567274,penasultra_id,2023-06-23 05:48:15+00:00,"Super Air Jet Resmi Mengudara di Kendari
https://t.co/FYwPWMfkWo",1.67212E+18,0,0,0,,,
1.33122E+18,IdBondo,2023-06-23 05:27:37+00:00,"Ketua Kadin Sultra Anton Timbang, Sambut Baik Kehadiran Maskapai Super Air Jet Di Bumi Anoa https://t.co/30H2iXggh7 lewat @Bondo.ID - Berita Online Indonesia",1.67211E+18,0,0,0,,['bondo'],
86287561,ecka_puppy,2023-06-23 05:02:10+00:00,Sekalinya coba naik @SuperAirJet malah jadwal dimundurin dan ada info kemungkinan delayed.. hadeh.. ga lagi2 deh..,1.67211E+18,0,0,0,,['SuperAirJet'],
1.55886E+18,pintrxst,2023-06-23 04:43:15+00:00,"@SuperAirJet min, tolong cek dm saya ada masalah di peralihan jadwal",1.6721E+18,0,0,0,,['SuperAirJet'],
886361815,eckoarcadia,2023-06-23 03:26:20+00:00,"Super Air Jet. Belitung-Jakarta Rp.364.000,- https://t.co/wY9ZfhOYWJ",1.67208E+18,0,0,0,,,
635176507,raratitihhh,2023-06-23 01:50:54+00:00,"@Chan_dut09 Iyaaa kak, soale baru pertama naik super air jet trus kmrn ada review yg acnya mati pada kepanasan, jdnya kan deg2an 😆",1.67206E+18,0,0,0,Chan_dut09,['Chan_dut09'],
1.24356E+18,Xsampun,2023-06-22 14:41:06+00:00,Nnti balik naik super air jet lgi 😁,1.67189E+18,0,0,0,,,
9.80641E+17,everywonwaa,2023-06-22 14:19:06+00:00,@valentinesye mangny ak super air jet,1.67189E+18,1,0,0,valentinesye,['valentinesye'],
320130829,MamakiloQG,2023-06-22 14:03:39+00:00,"@recehtapisayng Lain hal case super air jet yg saat diatas acnya mati. Padahal pesawat airbus punya 3 ""engine"" yg bekerja utk mendinginkan ruangan artinya kalo sampe diatas panas 3 ""engine"" nya failure. Anehnya kok cockpit malah bablas tidak memutuskan utk emergency landing or return to base",1.67188E+18,0,1,1,MamakiloQG,['recehtapisayng'],
413863860,pegipegi,2023-06-22 12:21:17+00:00,@sleepyrqra ditambah harga murah gini siapa yang ngga mau naik Super Air Jet? https://t.co/uyixDdafPx,1.67186E+18,1,0,1,sleepyrqra,['sleepyrqra'],
1.129E+18,elsin_amor,2023-06-22 11:44:22+00:00,"mba"" super air jet cakep"" woii, gilaaa",1.67185E+18,0,0,0,,,
89150103,oddeinary,2023-06-22 11:21:40+00:00,Outfit fa super jet air santai bgt terus yg cewe rambutnya boleh digerai sm kuncir kuda 😣,1.67184E+18,0,0,0,,,
86702719,Andhinimartha,2023-06-22 11:11:41+00:00,@SuperAirJet @lionairgroup bales dong kita punya complain!!!!,1.67184E+18,0,0,0,,"['SuperAirJet', 'lionairgroup']",
86702719,Andhinimartha,2023-06-22 11:10:26+00:00,"@bsekutrem @SuperAirJet Ni schedule awal 18.15 jadi 18.45, ganti lagi jadi 19.15 dan terakhir jadi 20.25. Keterlaluaan",1.67184E+18,0,0,1,bsekutrem,"['bsekutrem', 'SuperAirJet']",
71189804,HidayatiWahyuni,2023-06-22 10:44:26+00:00,"@SuperAirJet Halo min, saya mau nanya. Saya sudah beli tiket dari YIA-PDG untuk tanggal 7 Juli 2023. Apakah memungkinkan melakukan reschedule untuk penerbangan dari CGK-PDG nya?",1.67183E+18,0,0,0,,['SuperAirJet'],
446017656,bostuah,2023-06-22 10:40:58+00:00,@sleepyrqra jadwal super air jet kapan ni,1.67183E+18,0,0,0,sleepyrqra,['sleepyrqra'],
2475379963,bsekutrem,2023-06-22 09:12:27+00:00,"@Andhinimartha @SuperAirJet Maren yg di Jogja delay 3 jam, akhirnya ganti pesawat.",1.67181E+18,1,0,0,Andhinimartha,"['Andhinimartha', 'SuperAirJet']",
86702719,Andhinimartha,2023-06-22 09:03:59+00:00,contact center di alihkan semua ke chat tapi slow respon banget banget. ada delay pun nggak info gileeeeeeee @SuperAirJet,1.67181E+18,1,0,0,,['SuperAirJet'],
926698033,sGalihP,2023-06-22 08:24:29+00:00,"@sleepyrqra Indonesia negara ku, super air jet maskapai ku",1.6718E+18,0,0,0,sleepyrqra,['sleepyrqra'],
49934848,SR_VIDHI,2023-06-22 07:49:21+00:00,booossss beliin tiket super air jet yah ntar pulang....kali disemprot2 juga kepala gue...,1.67179E+18,0,0,0,,,
1.08123E+18,parrroooo,2023-06-22 07:09:13+00:00,@sleepyrqra Tiket super air jet bandung-medan mahal banget mbaa skrng :(,1.67178E+18,2,0,2,sleepyrqra,['sleepyrqra'],
1.28943E+18,thehashslinking,2023-06-22 05:57:56+00:00,@sleepyrqra Kak tau gak? kalo dibelah dada aku ada Super Air Jet,1.67176E+18,1,0,2,sleepyrqra,['sleepyrqra'],
311293579,othacharoline,2023-06-22 04:32:52+00:00,@betterskinsoon @loekmn_ @SuperAirJet kak mau nanya dong tp ga bisa dm:((,1.67174E+18,0,0,0,betterskinsoon,"['betterskinsoon', 'loekmn_', 'SuperAirJet']",
1.15455E+18,Chan_dut09,2023-06-22 04:18:05+00:00,"@raratitihhh Jogja nih,, enak kok kak,, aku pke super air jet trs klo kjogja",1.67173E+18,1,0,0,raratitihhh,['raratitihhh'],
311293579,othacharoline,2023-06-22 03:54:04+00:00,@SuperAirJet min cek dm,1.67173E+18,0,0,0,,['SuperAirJet'],
1.39106E+18,iziisback,2023-06-22 03:54:04+00:00,Wanjay naek super air jet,1.67173E+18,0,0,0,,,
1.29141E+18,IgnasiaZ,2023-06-22 02:33:15+00:00,"pesawat super air jet bagus ga ya,soalnya yang ga transit cuma maskapai itu anjir yg lainnya pd transit sedangkan mak bpk gue gmw transit😫",1.67171E+18,1,0,0,,,
2211550843,IstiantoBayu,2023-06-22 01:48:22+00:00,"@SuperAirJet pertama kali coba setelah bacabaca review-nya
Penerbangan YIA Lombok Praya
Pramugara-i keren seragamnya, ramah walau judes mukanya
Telat tapi masih wajar hanya 15 menit
Dingin kok, tidak sepanas yang dibayangkan
Coba besok lagi yang Lombok YIA",1.6717E+18,0,0,0,,['SuperAirJet'],
49934848,SR_VIDHI,2023-06-22 01:31:23+00:00,pramusaji super air jet...,1.67169E+18,0,0,1,,,
1.22013E+18,azuratravelcom,2023-06-22 01:04:31+00:00,"Super Jet Air Banyak Rute Baru, Memudakan Liburanmu.

Mulai 3 Juli ada rute dari ke
- Palembang Bandung
- Bandung Banjarmasin
- Banjarmasin Jakarta

Mulai 7 Juli 2023 ada rute baru dari ke
- Solo Pontianak

Pemesanan tiket  di website https://t.co/Q6AMqxT2Du https://t.co/1d9cndvTBJ",1.67169E+18,0,2,3,,,
52713132,unasyamsul,2023-06-22 00:59:54+00:00,"@AP_Airports Halo admin, berkenan diinformasikan untuk terminal kedatangan domestik lion air, super air jet &amp; air asia bandara Juanda di terminal berapa yah? Terima kasih 🙏🏻",1.67168E+18,1,0,0,,['AP_Airports'],
349470983,Ovalltineee,2023-06-22 00:57:27+00:00,@sleepyrqra Jadi pen nyoba super air jet,1.67168E+18,0,0,0,sleepyrqra,['sleepyrqra'],
821261406,RakaTemenKalian,2023-06-21 20:23:12+00:00,"Untuk diskon murah promo pesawat yang domestik ready Garuda Batik ya up to 27% , sementara citilink lion superairjet airasia wings masih offline. Kalau internasional up to 35% inshallah maskapai list di trit sebelumnya semua ada. Gas ke wa aja 089677426864. Welcome Agent Agen",1.67161E+18,1,1,0,,,
956871973,rezbangs,2023-06-21 14:57:38+00:00,@sleepyrqra wiii ada pramugari super air jet,1.67153E+18,0,0,0,sleepyrqra,['sleepyrqra'],
89158347,rentomafor,2023-06-21 14:45:15+00:00,@sleepyrqra Alasan knp super air jet sering direscheduled 😭,1.67153E+18,0,0,0,sleepyrqra,['sleepyrqra'],
231580963,buruhkumuh,2023-06-21 14:13:26+00:00,@sleepyrqra Ke lombok pake super air jet kali ya @septianmalik,1.67152E+18,1,0,0,sleepyrqra,"['sleepyrqra', 'septianmalik']",
1.49583E+18,idntknwwhthappn,2023-06-21 11:18:49+00:00,mba mba super air jet ni makannya apaa ya cakep cakep semua☝️😔,1.67148E+18,1,0,0,,,
1.30263E+18,ma555_aten666,2023-06-21 09:32:00+00:00,jurusan mana kak? aku sering naik superairjet.,1.67145E+18,1,0,0,,,
1.19157E+18,akusipucil,2023-06-21 09:31:59+00:00,Gak lagi gua naik super air jet,1.67145E+18,2,0,1,,,
