userId,username,date,content,tweetId,replyCount,retweetCount,likeCount,inReplyToUser,mentionedUsers,hashtags
1.37739E+18,NandoBotHyper,2023-06-26 08:16:58+00:00,@Citilink kenapa sih dari pas terbang tanggal 21 kemaren sekarang mau terbang lagi penerbangan saya selalu di undur terus....perubahan jadwal juga baru di kasih tau las minutes...kenapa..?,1.67324E+18,0,0,0,,['Citilink'],
296281369,rifi166,2023-06-26 07:53:38+00:00,"@satriahelmy Biasanya di festival citilink suka ada event gini. Tapi gaada event pun, game master lantai 3nya murah + lengkap banget dibanding mall2 lain",1.67324E+18,1,0,0,satriahelmy,['satriahelmy'],
876919374,IndoAviation,2023-06-26 06:50:24+00:00,"Tiket Citilink kini bisa dibeli lewat airasia Superapp. Kemitraan antara airasia Superapp dan Citilink ini resmi ditandatangani

https://t.co/SY87aQ46lA",1.67322E+18,0,0,0,,,
876919374,IndoAviation,2023-06-26 05:53:47+00:00,"Garuda Indonesia saat ini mengoperasikan 74 mesin CFM56-7B dan 16 mesin GE90-115B. Anak perusahaannya, Citilink, mengoperasikan 76 mesin CFM56-5B dan 20 mesin LEAP-1A. #aviationdaily 
https://t.co/AVOFKhsh9G",1.67321E+18,0,0,1,,,['aviationdaily']
876919374,IndoAviation,2023-06-26 04:41:24+00:00,"Daftar 10 besar maskapai low cost yang mendapat penghargaan Skytrax Best Low Cost Long Haul Airline 2023. 
NB: @Citilink jadi satu2nya maskapai low cost terbaik di Indonesia tahun 2023. Tak ada lawan. 👍👍👍
#aviationdaily
https://t.co/jLsZDtI0Wn",1.67319E+18,0,1,0,,['Citilink'],['aviationdaily']
7.9301E+17,dishub_bwi,2023-06-26 04:26:04+00:00,"Flight Today 🌤️
Bandara Internasional Banyuwangi

🛬✈️ Jakarta - Banyuwangi PP
SUPER AIR JET - IU 0371 - (A320)
REG : PK-SAZ
RUTE : BWX-CGK
AIRBORNE :  11.07 LT

CITILINK - QG 0701 - (A320)
REG : PK-GTG
RUTE : BWX-CGK
AIRBORNE :  11.17 LT https://t.co/7H4ND6F27v",1.67319E+18,0,0,0,,,
8.12149E+17,KONSEP17PROJECT,2023-06-26 04:23:28+00:00,"@Citilink @tokopedia @tiket refund tiket dengan kode booking  S95B4Y apa kabarnya? Dari tanggal 9 Mei 2023, sampai hari ini tanggal 26 Juni 2023 belum turun. Thanks",1.67319E+18,2,0,0,,"['Citilink', 'tokopedia', 'tiket']",
1.56826E+18,wonder__womannn,2023-06-26 03:37:26+00:00,"@Citilink tolong di proses min. Jangan cuma jawab cek cek terus, proses enggak ⭐ https://t.co/jYxEN82c1g",1.67317E+18,0,0,0,,['Citilink'],
1632387662,AlfianRestuyuda,2023-06-26 01:48:40+00:00,"@NurindianaNadya Coba transit di Terminal 3 naik citilink, terus pesawatnya di ujung 😂beuh siap” urut kaki",1.67315E+18,1,0,0,NurindianaNadya,['NurindianaNadya'],
1.42501E+18,forived,2023-06-25 18:36:53+00:00,"delay 2 setengah jam dikasih nasi kotak + snack ama Citilink😅😅

Mantep lahh",1.67304E+18,0,0,0,,,
1.50147E+18,XIAOTINGouds,2023-06-25 18:09:51+00:00,@jociagabries @cantsleep1am Wakakakakka anjrit liat citilink,1.67303E+18,0,0,0,jociagabries,"['jociagabries', 'cantsleep1am']",
1.42221E+18,jociagabries,2023-06-25 17:49:04+00:00,@cantsleep1am @XIAOTINGouds NGAKAK. cieeeee elio ngedate liat citilink,1.67303E+18,2,0,0,cantsleep1am,"['cantsleep1am', 'XIAOTINGouds']",
98647478,latttenosugar,2023-06-25 17:37:04+00:00,naik pelita air ternyata bagus juga berasa naik garuda tapi pake harga citilink,1.67302E+18,0,0,0,,,
126226830,yuuunique,2023-06-25 15:41:09+00:00,@Citilink min mintol check DM ya makasih,1.67299E+18,0,0,0,,['Citilink'],
1.32542E+18,marklee94890522,2023-06-25 14:30:18+00:00,@Citilink min ada perubahan jadwal penerbangan kno - dps ya,1.67298E+18,0,0,0,Citilink,['Citilink'],
419213522,SaysNobody,2023-06-25 12:12:36+00:00,Citilink QZ-975 delay 4 jam gimana nihhhh @Citilink cs nya dhubungi trus suru hub bandara langsung… dlempar2 gini sih,1.67294E+18,0,0,0,,['Citilink'],
15363349,iambadung,2023-06-25 11:24:21+00:00,"Ngegas sama petugas konter check-in @Citilink 

Kalau problem 1 orang ga bisa diselesaiin 5 menit di konter, pindahin lah ke konter lain atau customer service biar yang ngantri lama itu bisa checkin.

Itu kan konter drop bagasi harusnya bisa buat yang udah checkin online.",1.67293E+18,0,0,0,,['Citilink'],
4376368152,ypningrum,2023-06-25 10:47:04+00:00,Futu di boox di area Citilink bandara CGK 🫢 setelah check In Citilink #edisikepo #bahagiadansehatselalu https://t.co/NFqkHwzs1E,1.67292E+18,0,0,1,,,"['edisikepo', 'bahagiadansehatselalu']"
1.6579E+18,Rey348230094251,2023-06-25 10:24:09+00:00,@segotiwulll Citilink Adisucipto itu cepat,1.67291E+18,1,0,0,segotiwulll,['segotiwulll'],
622803816,astutiwnddd,2023-06-25 08:32:18+00:00,"Biasa jadi airport princess, giliran sendirian banyak bgt ngeluhnya.

""Masa naik Batik delay 1 jam""
""Masa naik Citilink gak dapet snack ya""
""Tadi aku naik pesawat turun dulu panas-panasan gak ada garbarata""",1.67289E+18,1,0,1,,,
1.16743E+18,frarrel,2023-06-25 07:23:43+00:00,"2s bandung hampir semua SO, tolong @officialJKT48 kalo emang bener di ciwalk pastiin venue ny siap yh, gw gak mau kejadian fest citilink part 2 bjir",1.67287E+18,0,0,0,,['officialJKT48'],
285782398,hudacahjurang,2023-06-25 06:22:20+00:00,@NewReborn2019 @indoflyer Citilink batik sama a320,1.67285E+18,1,0,0,NewReborn2019,"['NewReborn2019', 'indoflyer']",
853911842,razanfawwaz,2023-06-25 06:14:06+00:00,"@NewReborn2019 @indoflyer mirip garuda &amp; citilink juga ya, garuda make B737 dan citilink make A320",1.67285E+18,0,2,3,NewReborn2019,"['NewReborn2019', 'indoflyer']",
64442818,dimasadityasd,2023-06-25 04:10:45+00:00,"@borryshasian Sekalinya ga kaya gini pas mudik lebaran apa ya. Naik Citilink tujuan Batam, pada anteng nunggu giliran. Emang diingetin sama FA sih, tp tetep aja takjub.",1.67282E+18,0,0,0,borryshasian,['borryshasian'],
3288640146,halidays__,2023-06-25 04:08:42+00:00,@traveloka @Citilink apakah ada kode promo untuk pembelian citilink?,1.67282E+18,1,0,1,,"['traveloka', 'Citilink']",
318921776,normanprasetyo_,2023-06-25 03:27:04+00:00,"@borryshasian Gw selalu naik citilink biar ga nemu org beginian, tapi tetep masih ada 1-5 org, baru aja landing, pesawat masih jalan pelan menuju pemberhentian. Padahal kan ujug² juga bakal nunggu bagasi di dalam bandara. Kalo naik Lion mah gak heran sih wkwk",1.67281E+18,0,0,0,borryshasian,['borryshasian'],
566027729,LofiChilliy,2023-06-25 03:25:35+00:00,Citilink nape dah ngubah jadwal pnerbangan trus😭😭😭lama amat gue transitnya huhu,1.67281E+18,0,0,0,,,
1.59149E+18,13tylr,2023-06-25 03:17:05+00:00,"Pernah banget 🥲 panik karena connecting flight beda satu jam doang, bayangin lari di Terminal 3 CGK ke gate citilink yg diujung itu dulu 🙂 soalnya di transit pun harus pengecekan ulang lagi 🙃🙃 panik bestie.",1.67281E+18,0,0,0,,,
3186869335,keriukeriukk,2023-06-25 03:11:28+00:00,@xicixiii @bliblidotcom Terminal 3 nya naik citilink.. udah auto gate paling ujung,1.6728E+18,0,0,0,xicixiii,"['xicixiii', 'bliblidotcom']",
1.57183E+18,maukebulannn,2023-06-25 02:47:46+00:00,Gue heran bgt citilink ini ye ganti penerbangan mulu cok,1.6728E+18,0,0,0,,,
2476683500,stannymeilisa,2023-06-25 02:25:00+00:00,"Flight Makassar - Jakarta kemarin sore jam 18.10 nyamanya cuma 45 menit pertama. Setelahnya hampir 1 jam turbolenze, alhamdulillah mendarat dengan selamat di Halim Perdana Kusuma. Sejauh ini selain Garuda masih percaya sama Batik Air dan Citilink.",1.67279E+18,0,0,0,,,
2254654273,contactap2,2023-06-25 00:54:13+00:00,@cixenthusiast Kami informasikan untuk penjualan tiket secara langsung di Terminal 3 Bandara Soekarno Hatta tersedia di customer service Citilink yg berada di dekat counter check-in ya kak. Tks -Kai,1.67277E+18,0,0,0,cixenthusiast,['cixenthusiast'],
1177086535,asiatrip_id,2023-06-25 00:17:34+00:00,"Promo #Citilink

HARGA MULAI DARI

#Medan - #Penang 700.000
Medan - Kuala Lumpur 750.000

#Jakarta - #KualaLumpur 1.000.000
Jakarta - #Singapura 1.250.000

#Periode Pesan: 19 - 25 JUN 2023
Periode #Terbang: JUL - DES 2023

#Harga promo terbatas, hanya berlaku di tanggal tertentu.
Tidak tersedia di semua tanggal dan bisa habis sewaktu-waktu.

#FormatBooking
Rute:
Tanggal PP:
Jumlah Orang:

#Reservasi @asiatrip_id
WhatsApp: 085795021995",1.67276E+18,0,1,0,,['asiatrip_id'],"['Citilink', 'Medan', 'Penang', 'Jakarta', 'KualaLumpur', 'Singapura', 'Periode', 'Terbang', 'Harga', 'FormatBooking', 'Reservasi']"
1.33331E+18,cixenthusiast,2023-06-25 00:07:29+00:00,"@contactap2 Bandara soekarno hatta min, untuk maskapai citilink",1.67276E+18,1,0,0,contactap2,['contactap2'],
876919374,IndoAviation,2023-06-24 23:37:01+00:00,"Citilink membuka empat rute baru dari Bandar Udara Internasional Sultan Hasanuddin, Makassar. Keempatnya mulai berlaku setiap hari sejak 23 Juni 2023.
 #aviationdaily 
https://t.co/ttHQF2lurx",1.67275E+18,0,0,0,,,['aviationdaily']
1.58709E+18,rayaldyn,2023-06-24 23:21:52+00:00,@indoflyer batik / citilink ga minat tuh ambil alih 320neonya hahaa,1.67275E+18,0,0,0,indoflyer,['indoflyer'],
268129134,kuntariiiiii,2023-06-24 20:44:30+00:00,"Pengen tbtb baik citilink biar ketemu doi pas flight, pengen tau dia pas kasi announcement kek manaa😏👍",1.67271E+18,0,0,1,,,
1.17034E+18,taegyulbin,2023-06-24 19:52:33+00:00,"@OkkyJuniana @sahabat_kereta @IndonesiaGaruda Sama banget gue 9 tahun wkwk dr surabaya ke jakarta naik citilink saat itu pramugarinya baik bener dikasih permen susu uht roti pdhl kayanya penumpang lain gak dpt krna sma2 economi class, pas mau turun terakhir dianter sampe pintu keluar dan ditungguin sampe ktmu ortu🥰",1.67269E+18,1,0,12,OkkyJuniana,"['OkkyJuniana', 'sahabat_kereta', 'IndonesiaGaruda']",
69577752,anggora95,2023-06-24 18:25:29+00:00,@AndryWaseso Tp kalo citilink skrng enak sih udh dipanggil per nomer kursi,1.67267E+18,0,0,0,AndryWaseso,['AndryWaseso'],
1466982920,diva_sf,2023-06-24 17:08:46+00:00,"Coy dua jam..??! Ama citilink aja cuman sejam doang dah kemarin

Ya asal sampai selamat aja dah cukup dah ini",1.67265E+18,0,0,0,diva_sf,,
159407696,ndizndoz,2023-06-24 15:27:55+00:00,"KRL sekarang ada pantunnya kaya naik citilink hahaha

Aduh, pas pula turun di internasyenel airport bekesyong kan 🤣🤣🤣",1.67263E+18,0,0,2,,,
621918311,Sir_Radiz,2023-06-24 13:44:28+00:00,"Dipikir-pikir base farenya cukup rendah tpi taxnya yg wadidaw, jdi gk kebayang kalo sekelas Lion/SAJ/Transnusa/Citilink base farenya brp 🤔 https://t.co/VuvKoOcgTB",1.6726E+18,0,0,0,,,
279892421,silvyshtg,2023-06-24 12:00:42+00:00,"citilink skrg mengecewakan dah sering reschedule dan delay. so far mending Pelita Air or Trans Nusa, smooth landed jg mereka",1.67258E+18,0,0,1,,,
70641428,vieyde,2023-06-24 10:27:20+00:00,"Min @Citilink sedih deh ikut flight QG0681 hari ini. Udah lah kena double seat,,selama flight pun gerah dan panas sekali... 🥲🥲",1.67255E+18,1,0,0,,['Citilink'],
3139941542,L031SUB,2023-06-24 10:17:05+00:00,"@StatsRawon @estehhhangat27 Lek tuku boto Citicon trus bayar e gawe kartu kredit Citi bank, opo isok dikirim gawe Citilink?",1.67255E+18,2,0,0,StatsRawon,"['StatsRawon', 'estehhhangat27']",
1.29085E+18,SHIXUNINLUV,2023-06-24 09:22:31+00:00,"gue lagi2 nyesel karna ga nurut sama nyokappppp, disuruh citilink guenya GMWWWW",1.67254E+18,0,0,0,,,
1.02886E+18,chibicatsaurus,2023-06-24 07:26:18+00:00,"pertama traveling sendirian naik pesawat garuda cgk-yk kelas 7, ditandain. unaccompanied minor (UM). pas balik ke jakarta bareng sama adek tapi naik citilink dan gaada UM nya dong 😭 disuruh masuk aja sama krunya

kalo kereta pertama naik sendiri pas gapyear keknya",1.67251E+18,1,0,0,,,
62455266,BNI,2023-06-24 07:25:45+00:00,"Hai Kak @rezapane_, Kakak gak perlu khawatir, untuk cetak Kartu Debit BNI Co Brand Citilink Kakak bisa lakukan di Cabang BNI terdekat ya, kalau di cabang tersebut tidak tersedia maka Kakak bisa melakukan pemesanan dengan estimasi waktu 14 hari kerja ya Kak. Oh ya Kak, untuk buka rekening bisa melalui online dengan unduh aplikasi BNI Mobile banking atau akses website https://t.co/fT7QOHZkIm ya, setelah pembukaan rekening berhasil Kakak bisa aktivasi BNI Mobile Banking untuk kemudahan bertransaksi ya. Semoga informasinya membantu. Tks -Pevita-",1.67251E+18,1,0,0,rezapane_,['rezapane_'],
1.36027E+18,rezapane_,2023-06-24 06:58:57+00:00,"@BNICustomerCare @BNI saya mau melakukan pembukan rekening taplus muda dengan kartu debit co brand citilink, apakah setiap cabang sudah memiliki jenis kartu debit tersebut? (Lokasi Tebing Tinggi Sumatera Utara)",1.6725E+18,10,0,0,,"['BNICustomerCare', 'BNI']",
1.06315E+18,inidebi,2023-06-24 06:37:49+00:00,"@sahabat_kereta @danisahman 2016. Pertama kali naik kereta sendiri, kelas ekonomi pula 😂 Abis itu jiwa manja ini meronta-ronta karena kebagian seatmate yang nggak enak. Alhasil, baliknya pakai citilink 😂😂",1.67249E+18,0,0,0,sahabat_kereta,"['sahabat_kereta', 'danisahman']",
1.17464E+18,taltweetss,2023-06-24 05:12:35+00:00,hrsnya pagi ini naik citilink trs tb2 bin berdoa “yaAllah semoga naik lion air” turns out flightnya citilink maju jd 5.30 dan kt terpaksa ganti lion soalnya itu flight paling cepet🥹,1.67247E+18,1,0,0,,,
1.56826E+18,wonder__womannn,2023-06-24 05:00:01+00:00,@Citilink Cek dm min,1.67247E+18,0,0,0,Citilink,['Citilink'],
28732350,dhywara,2023-06-24 04:58:28+00:00,"@Citilink Info tiketnya min diambil kapan blum ada info,saya menang soalnya",1.67247E+18,0,0,0,Citilink,['Citilink'],
7.9301E+17,dishub_bwi,2023-06-24 04:44:42+00:00,"Flight Weekend 🌞
Bandara Internasional Banyuwangi

🛬✈️ Jakarta - Banyuwangi PP

SUPER AIR JET - IU 0371 - (A320)
REG : PK-SGA
RUTE : BWX-CGK
AIRBORNE :  11.00 LT

CITILINK - QG0701 - (A320)
REG : PK-GQA
RUTE : BWX-CGK 
AIRBORNE :  11.26 LT https://t.co/tWtQKiWURI",1.67247E+18,0,0,0,,,
160464674,sy_azhari,2023-06-24 04:15:15+00:00,"@efenerr iya, opsi itu sudah ditawarkan ke teman2. Kalo ke KNO ga ada dari JHB lagi 😭 Alternatifnya KUL &amp; PEN. Dari PEN rame banget ada Citilink &amp; Firefly selain QZ &amp; AK",1.67246E+18,1,0,0,efenerr,['efenerr'],
1.59608E+18,jaeminxxie,2023-06-24 03:55:33+00:00,@citilink hufttt kenapa si kmaren delay aku hampir ga sampe naik keretanya 😔,1.67245E+18,0,0,0,,['Citilink'],
1.13841E+18,mareeeeet,2023-06-24 02:53:58+00:00,bjir sekarang bandung-medan pp cuma ada super er jet doang trs harganya jd 2jt anjjjjjjj??? kembalikan bdg-medan ku yg 800rb ituuuuuuuuuu @Citilink @airasia @SuperAirJet,1.67244E+18,0,0,1,,"['Citilink', 'airasia', 'SuperAirJet']",
18129942,tempodotco,2023-06-24 01:37:06+00:00,"Diskon Tiket Pesawat Citilink untuk Liburan Sekolah Juni 2023, Ke Luar Negeri Mulai Rp 400 Ribuan #TempoBisnis https://t.co/91fuVwuSXe",1.67242E+18,1,1,1,,,['TempoBisnis']
1.04564E+18,SulistioBela,2023-06-23 22:05:00+00:00,"Ada trenggiling berguling guling
Rumput kering dimakan kambing
Naik pesawat ga perlu pusing
Terbang saja bersama citilink 

Makan tempe dicampur selada
Duduk lama karna terpaksa
Daripada sibuk main hape 
Lebih baik kita berdoa 

#citilink
#tepatwaktu
#ticketmurah
#simplicity https://t.co/fR9CVW4uuh",1.67237E+18,0,0,0,,,"['citilink', 'tepatwaktu', 'ticketmurah', 'simplicity']"
1.63931E+18,wakwawcogan,2023-06-23 18:13:13+00:00,Citilink pantek,1.67231E+18,0,0,0,,,
96338359,esbatuduabiji,2023-06-23 16:04:58+00:00,Citilink ga kureng-kureng ya ngasi tau jadwal maju 30 menit jam segini https://t.co/7WsPpQ9NF7,1.67227E+18,0,0,0,,,
8.14298E+17,sabualamo,2023-06-23 14:38:22+00:00,"Terhitung Jumat (23/6), Citilink buka rute langsung PP Ternate-Makassar, terbang setiap hari dengan Airbus A320. Selain Ternate, maskapai juga rilis rute baru Makassar ke Sorong, Palu, dan Yogyakarta. #TernateToday https://t.co/5YozAEjRwK",1.67225E+18,0,6,7,,,['TernateToday']
77922046,rarhrp_,2023-06-23 14:28:54+00:00,@dtprdn Tapi citilink kan ada CGKSINvv?,1.67225E+18,1,0,0,dtprdn,['dtprdn'],
1.24821E+18,Hellomeday,2023-06-23 13:51:51+00:00,"Sumpah citilink mantep bgt, flight jam 18.45 diundur 20.45
Diundur lg 21.10
Skrng diundur lg 21.50 
HAHAHAHHAHAHAHA MANTAP @Citilink",1.67224E+18,0,0,0,,['Citilink'],
1.56826E+18,wonder__womannn,2023-06-23 13:00:41+00:00,@Citilink cek dm min,1.67223E+18,0,0,0,,['Citilink'],
1.1963E+18,fdzillah,2023-06-23 12:59:42+00:00,"Bayar citilink padahal mayan mahal yah, tp bisa-bisanya didelay hampir 2 jam dan kompensasi cuma air minum 🥲",1.67223E+18,0,0,0,,,
1.27581E+18,tiramisyubeb,2023-06-23 12:33:09+00:00,Jakarta naek citilink aja masih 1.200 🤡 https://t.co/osV7JLQrYf,1.67222E+18,0,0,0,,,
7.18433E+17,KicauSumbar,2023-06-23 12:32:36+00:00,Pariwisata sumbar tidak terimbas pemberhentian penerbangan internasional Citilink https://t.co/Hg8a0NWQuy https://t.co/iQ2VvCGb7N,1.67222E+18,0,0,0,,,
1.15716E+18,Azzzurrraaahhh,2023-06-23 10:56:47+00:00,Selamat ulang tahun Citilink ✈️💚 semoga semakin Jaya!!!!! https://t.co/0eenpijlBT,1.6722E+18,0,0,0,,,
23343960,kompascom,2023-06-23 10:52:07+00:00,"Maskapai penerbangan Citilink membuka empat rute penerbangan baru dari Makassar ke Sorong, Palu, Ternate, dan Yogyakarta. https://t.co/4WcgnlhoOr",1.6722E+18,0,0,2,,,
454647489,KompasTravel,2023-06-23 10:38:02+00:00,"Citilink Terbang dari Makassar ke 4 Destinasi Baru, Cek Harga Tiketnya https://t.co/jPMudGQAvn",1.67219E+18,0,1,0,,,
105672814,riscaamiolo,2023-06-23 10:35:29+00:00,"Citilink dari singapore harusnya brgkt jam 8 malem, tadi pagi dpt msg delay 30mins masih oke. Eh jam set5 dpt email delay jd 10.40 malem dooong @Citilink",1.67219E+18,1,0,0,,['Citilink'],
41730943,VIVAcoid,2023-06-23 10:28:33+00:00,"Citilink Setop Penerbangan Padang-Kuala Lumpur, Bagaimana Dampaknya ke Kunjungan Wisatawan? https://t.co/zj1SqIVj5P",1.67219E+18,0,1,2,,,
8.06338E+17,KABA_SOLSEL,2023-06-23 10:17:07+00:00,Pariwisata sumbar tidak terimbas pemberhentian penerbangan internasional Citilink https://t.co/thVMsr8y1N https://t.co/Y0eMDpoDOR,1.67219E+18,0,0,0,,,
443315865,Tambuuuun,2023-06-23 09:59:43+00:00,"Pengennya sih
Garuda 1. confirmed A330-800
2. Pengganti 737-800 (A320neo/A321neo)
3. pesawat jet kecil pengganti CRJ-1000(A220)
Citilink mesan A321Neo-XLR untuk rute internasional perintis
Batik air (Lion Group) beli pesawat widebody jet untuk pasar middle east/far east/Aus",1.67218E+18,0,0,0,,,
7.38554E+17,kabasolok,2023-06-23 09:52:06+00:00,Pariwisata sumbar tidak terimbas pemberhentian penerbangan internasional Citilink https://t.co/ktJNJmPLTJ https://t.co/Cb8dyW1KWm,1.67218E+18,0,0,0,,,
1900657044,febriantoni_unp,2023-06-23 09:47:09+00:00,Pariwisata sumbar tidak terimbas pemberhentian penerbangan internasional Citilink https://t.co/iPWjq3cEa4 https://t.co/61dBFISQFi,1.67218E+18,0,0,0,,,
1.09335E+18,yipiyipiye,2023-06-23 09:34:02+00:00,"@Hellomeday @Citilink Astaga parah bgt ya, iya saya jg ni udh pesen travel sesuai jam landing tapi kalo di undur gini kan jd nya kacau semua hadehhh malah di tawarin nginep hotel biar ikut penerbangan yg besok tapi ini bukan masalah nginep ato gimana tapi semua udh di schedule in hari ini",1.67218E+18,0,0,0,Hellomeday,"['Hellomeday', 'Citilink']",
1.64681E+18,saturnmoroll,2023-06-23 09:29:01+00:00,aaa finally naik citilink 😭 bs dengerin announcement nya yg lucu scr live 😭👍 https://t.co/V4OIzmBN5o,1.67217E+18,0,0,0,,,
7.87601E+17,SUMBAR_BAKABA,2023-06-23 09:24:06+00:00,Pariwisata sumbar tidak terimbas pemberhentian penerbangan internasional Citilink https://t.co/GvU6jwVocY https://t.co/g1zrbn9qZh,1.67217E+18,0,0,0,,,
7.87601E+17,SUMBAR_BAKABA,2023-06-23 09:01:37+00:00,Pariwisata sumbar tidak terimbas pemberhentian penerbangan internasional Citilink https://t.co/2iFdwzjbvy https://t.co/Ms7VmTTglG,1.67217E+18,0,0,0,,,
1.24821E+18,Hellomeday,2023-06-23 09:01:29+00:00,"@yipiyipiye @Citilink Kacau bgt sy juga mbak, penerbangan harusnya 18.45 diundur 20.45 terus skrng diundur lagi jadi 21.10. Menganggu aktivitas orang bgt kalo gini @Citilink",1.67217E+18,1,0,0,yipiyipiye,"['yipiyipiye', 'Citilink', 'Citilink']",
1.09335E+18,yipiyipiye,2023-06-23 08:53:00+00:00,"Pihak @Citilink mah enak cuma minta maaf doang ngubah jadwal di hari h, pdhl udh bbrp jam doang sblm brgkt ini lah kita yg booking tiket bingung ngatur ulg jadwal😂😂 https://t.co/dPgZq56evQ",1.67217E+18,1,0,0,,['Citilink'],
75735678,chelyabast,2023-06-23 08:30:38+00:00,@Citilink BRAVO CITILINK!! KATANYA 16.50 PAS CHECK IN JADI 19.00 👏👏👏👏👏👏👏👏 https://t.co/7DgDx8Yv7g,1.67216E+18,0,0,0,,['Citilink'],
1.1492E+18,imam_rachman_,2023-06-23 08:12:54+00:00,"Tingkatkan Konektivitas Antarwilayah, Citilink Buka 4 Rute dari Makassar https://t.co/GxxU6MhbMc @kemenhub151 @BudiKaryaS @djpu151 @AP_Airports @AngkasaPura_2 @mawaluddin @Citilink @YLKI_ID @Travelers @pramugari_ID @Yudittia29 @YoriverrsOFC @A_MutheJKT48",1.67216E+18,0,2,2,,"['kemenhub151', 'BudiKaryaS', 'djpu151', 'AP_Airports', 'AngkasaPura_2', 'mawaluddin', 'Citilink', 'YLKI_ID', 'Travelers', 'pramugari_ID', 'Yudittia29', 'YoriverrsOFC', 'A_MutheJKT48']",
240113510,detikTravel,2023-06-23 07:52:11+00:00,Citilink Buka 4 Rute PP dari Makassar https://t.co/vKJhFOcBci,1.67215E+18,0,0,2,,,
61983191,ketanitemanget,2023-06-23 07:32:37+00:00,"@Citilink helo min, mengana kaya gini terus ya? Udah 3x input data ga bisa2 https://t.co/7biBN0aQNd",1.67215E+18,0,0,0,,['Citilink'],
1.20388E+18,antarabiz,2023-06-23 07:28:33+00:00,Wisata Sumbar tak terimbas berhenti penerbangan internasional Citilink https://t.co/ufx85BWIT4,1.67214E+18,0,0,0,,,
1.46008E+18,Zarraaa20,2023-06-23 06:35:14+00:00,*Note : Untuk maskapai citilink tidak semua penerbangan bisa,1.67213E+18,0,0,0,Zarraaa20,,
1.46008E+18,Zarraaa20,2023-06-23 06:29:53+00:00,"CITILINK (RATE DISC : 25%-35%)
· Jadwal waktu bisa di sesuaikan.
· List sementara bandara yang tidak bisa : PKY, DJJ, YIA, BDO
· Max.order H-4 Jadwal keberangkatan
· Bisa reschedule, tidak bisa refund
Cek harga asli via traveloka",1.67213E+18,2,0,0,Zarraaa20,,
9.76465E+17,permenstrawbery,2023-06-23 05:56:36+00:00,@Citilink emang sejak kapan peraturan dus kecil gabisa masuk kabin? https://t.co/un9Wh4vyXp,1.67212E+18,0,0,0,,['Citilink'],
