index,Review
81,"Kopi Kapal Api SPECIAL MIX rasanya MANTAP!!! Saya dari dulu sampai saat ini masih menyukainya, rasa kopinya tidak berubah."
82,"Kopi kapal api aromanya khas, racikan nya pas banget ga terlalu pait ga terlalu manis,,, selain enak juga nyaman di kantong harga merakyat nyaman juga buat kesehatan terutama di lambung ga perih,, palik nikmat dan paling mantab,,,"
83,"Setia banget sama kopi kapal api,kopi nikmat"
84,secangkir nikmat kopl kapal api
85,Lidah saya sangat sulit menerima kopi yg lain sebab saya rasa lidah saya sudah menjadi lidah kapal api.
86,Kopi Kapal Api Sesuai dengan mottonya Jelas Lebih Enak.... Mantapz
87,"Saya pecandu kopi kapal api lagi sakit pun saya sempet"" minum karena aromanya membuat saya menjadi lebih tenang.lebih enak lagi kopi kapal api diseduh nya dicampur dengan es batu.Hemmm luar biasa nikmatnya"
88,mantap. kopi kapal api jelas lebih enak
89,Dengan takaran yang pas anda akan mendapatkan sensasi kenikmatan kafein kopi tersebut. antara kopi(kapal-api) & gula yang bisa dicampur sendiri di rumah lebih nikmat. apalagi sehabis pulang dari kantor 
90,"Jelas lebih enak, enak kopinya, pas gulanya, mantap"
91,Mantap kopinya spesial mix memang pas.
92,"Kopi kapal api memang tiada duanya,pokoknya top markotop dari rasa dan aroma kopi kapal api,Di waktu kerja lembur bikin kue tengah malam saya selalu sediakan kopi kapal api yang menemani untuk ngilangin rasa ngantuk"
93,"Kopi kapal api memang top pas rasanya pas nimatnya,,"
94,Kopi kapal api memang mantaaaaapp  abissss...
95,Dari dulu KOPI KAPAL API tidak berubah rasa dan nikmatnya... terimah kasih KOPI KAPAL API atas kesetianya memberikan kenikmatan setiap hari yg membuat suasana menjadi lebih hangat dan semangat...dgn harga terjangkau..tp memeberikan kepuasan dan kenikmatan yg sempurna...salam KOPI KAPAL API
96,"Kopi Kapal Api adalah kopi kesukaanku.Aroma nya yang khas membuat aku selalu mencarimu.Kopi Kapal Api, Srupuuuut..."
97,Saya sangat menyukai kapal api sudah lama sekali karna kapal api rasanya pas bgt dngn selera kluarga dan menjadi teman pagi dan malam apalagi pelanggan saya selalu suka kapal api maknyos
98,"Apapun susananya, tetap kopinya kapal api.... nikmatnya mantap"
99,Kopi paling diminati lidah orang indonesia
100,Aromanya begitu sedaaap
101,Harga kopi trjangkau..rasanya kg maknyuss seger bkin mata ngantuk jd melek lg..mantap kopinya..
102,Ini kopiku... membuat kebersamaan semakin hangat dengan aroma yang mnyentuh hati.. I � Kapal Api
103,"Saya menjual produk kopi kapal api sejak sy mulai mengelola kantin  pd THN 2004,,,hingga skrg,,kapal api memang top top top.."
104,Kopi kapal api benar kopi murni tanpa cmpuran bahan apapun shingga rasanya terasa nikmat
105,Sebelum menikah saya sering membuat kopi kapal api untuk bapak saya.setelah sesudah menikah suami ku pun begitu suka minum kopi kapal api rasanya nikmat.
106,Sy salah satu yg setia minum kopi kapal api ga mau dan ga pernah pindah ke merek lain
107,Rasanya pas.......racikan sempurna dan bisa dinikmati segala usia.....
108,Kopi kapal api memang mantap sahabat yang setia menemani saya ketika saya sibuk bekerja dan ketika santai juga penambah semangat dalam mengerjkan suatu apapun...pokonya kopi no 1.
109,Kopi kapal api hitam memang tak tergantikan...rasanyaa mantaapppp
110,"Bagi banyak orang varian special rasanya lebih enak. Tapi bagi saya varian SP bintang lebih nendang rasanya.. aroma lebih kuat, tidak seberapa asam dibandingkan yg special.Dan lebih nikmatnya lagi kopi Kapal Api SP bintang bila diseduh dengan air mendidih, tanpa gula."
111,Kopi kapal api mantap. Tiada duanya. Orang yang ber tamu kerumah pun pada betah kaena kopi kapal api
112,Jgn di tanya kalau masalah kopi hitam Misua paling suka apalg bunda yg bikinnya mantaap kali bun2 yg buatnya racikan gimana nich....Gampang bingitzzzz sebelum diseduh sm coffe black terlebih dahulu airnya wajib mendidih jgn sekali2 airnya hnya suam2 tp hrs mendidih biar rasanyo muantaaapp..
113,kopi nikmat tiada tara untuk Indonesia
114,"Memang sdh terlampau byk merk kopi,,,tpi g tau knp kopi kapal api aromanya sngat khas,,dan sy stiap hari minum kopi kapal api (kopi Hitam)"
115,KAPAL API jelas lebih enak...
116,"Mantap terasa kopinya,harum lebih nikmat di lidah"
117,"bagi kami Kapal Api adalah kopi yang sangat pas, tidak lebih tidak kurang ~"
118,Kopi nya mantap citarasa sesuai selera
119,Mantap dan nikmat kopi kapal api. Membuat hari hari kita penuh semangat bekerja penuh konsentrasi. Dan hadiahnya yang begitu mewah.
120,Paduan kopi dan gula yang pas menghasilkan segelas kopi yang mantap.Saya paling suka Kopi Kapal Api Mix.
121,Kopi mantap sesuai aromanya
122,"Suka sekali kopi item nya kapal api, passs dilidah �"
123,"Rasa dan aromanya khas banget, pecinta kopi sejati pasti tau dari aromanya saja bahwa ini adalah kopi kapal api"
124,"""Kopi kapal api memang mantap tiada duanya"" Saya minum sehari 3X memang mantap, menghilangkan rasa kantuk waktu kerja. Mantap.. Tap.. Tap.. Tap"
125,"Kopi kapal api paling mantap..Terasa kopinya, nikmat rasanya.."
126,Dari dulu sampai sekarang kapal Api memang mantap. Saya pencinta kapal api semangat.
127,A cup of black coffee kapal api Invite to penetrate the labyrinth of the future Reinforcing logic ... There is no good reasoning analysis That's what accompanied the boy To be brave and ready to face Challenge...
128,Kapal Api..terbuat dari biji kopi pilihan..dengan rasa dan aroma khas kopi yang dimana tak di miliki oleh jenis merk lain.Kapal api..jelas lebih enak
129,"Sukses terus untuk kopi kapal apiKopi kesukaan suami saya,,,tiap hari selalu minum kopi kapal api..."
130,Kopi nya nikmat dan lembut khas selera nusantara
131,Uenak bnget kopi kapal api
132,Wah kopi kapal api memang mantaf tidak ada yg bisa menggantikan 1 hari gak ngopi kapal api kepala sakit
133,Kopi Kapal Api ���Jelas lebih enak ���
134,"Kopi kapal api tiada duanya...kopinya mantap obrolannya jalan,yes..!!!"
135,Ini Dia Kapal Api Yang Bisa Dibawa Kemana mana
136,Banget banget banget kopi kapal api nya
137,Mantab kopinya wangi dan harumI like kopi kapal api
138,Mantap kopinya Setiap pagi kopi kapal api dulu biar semangat beraktivitas nya
139,"Rasan Kopinya Memang tidak ada yang mengalahkan, bahkan menyamai saja tidak ada."
140,Saya sangat suka kopi kapal api moca.....
141,Kopi kapal api sangat nikmat
142,Luar biasa untuk mencari inspirasi.....Mantap
143,Kopi kapal api memang mantaapz....
144,Saya adalah penggemar kopi kapal api. Kopi hitamnya enak dan seger. Suka sama asap kopinya juga. Kopi bagi saya adalah seperti pemberi mood baik. Ketika hati sedang gundah atau banyak pikiran saya minum kopi. Kopi faforit saya adalah kopi hitam. Kopi hitam faforit saya adalah kapal api. Hampir setiap hari saat menjelang sore minum kopi kapal api. Kopi kapal api gak hanya enak secara fisik tapi juga enak secara jiwa 
145,Klo minum kopi kapal api pagi siang malam cuma kapal api kopikuSoalnya kopi lain sama sekli tidak enakAku tidak suka kopi manis tp klo kapal api pas bngtRasanya itu nikmatSaking doyannya sm kopi kapal api sampai mahku kambuh tp aku tetep minum soalnya g enak klo g ngupi.… Lihat selengkapnya
146,"Tidak ada banding dan tak ada tanding rasa kopinya. Bangun tidur,istirahat siang, dan lagi santai tidak lengkap tanpa secangkir semangat kopi kapal api."
147,Sudah Terpercaya sejak puluhan tahun... JELAS LEBIH ENAK!!!
148,"Saya adalah pemilik warung di kampung, selama masih ada kopi kapal api kopi yang lain tidak pernah di sentuh sama konsumen."
149,kopi kapal api mantaf.........dan pas takaran gula ama kopinya
150,Tk ada tandingannya .. pokoknya rasa dan aromanya mantap bngeeet...
151,Kopi sama hitam tapi kopiku kopi kapal api yg mantap manyuuus
152,Kopi kapal api tiada duanya...mantap surantap
153,"Rasanya, bagaimana caranya NGOPI"
154,Kopi tiada duanya mantap bapa gk mau yg lain selain kopi kapal api 
155,Nikmat rasa kopi nya
156,"mantap kopinya,,, mantap rasanya,,,cocok dihati,,,"
157,"Kopi Kapal Api Mantap Lah, Saya rekomendasikan  buat anda yang belum mencobannya pasti ketagihan,, Apalagi Kopi Kapal Api yang MIX-nya MANTAP tidak ada duannya."
158,bokap gw pencinta kopi kapal api bangetttt
159,Kopi kapal api pas bangeut manisnya Mantap
160,saya pernah ikut lomba 2 kali dapat kopi..ehehehe..
161,"MULAI HARI DENGAN SECANGKIR KOPI HITAM KAPAL API Berbagai radio tabung layak dikoleksi dengan kondisi ok n original Radio tabung ini selain bisa diinikmati sesuai dengan fungsinya , radio tabung ini sangat sempurna untuk melengkapi koleksi RADIO TABUNG anda , dan sangat Cantik untuk menjadi properti di kantor,galeri,cafe ataupun rumah anda daya tangkap tajam menjadikan anda akan puas menikmati Radio dengan fungsinya yuks segera gabung...                              Antiqu… Lihat selengkapnya"
162,Enakkkk nya kopi mix kapal api tiap hari saya kopi
163,Kopi kapal api nikmatnya luar biasa....
164,Tolong jangan di Otak atik kopi hitam+gula nya karena sudah istimewa rasa dan aroma nya
165,Kopi nikmat rasa kopi bintang lima.....
166,Kopi kapal api favorit keluarga saya banget apa lagi suami saya.. Suka pake banget..
167,Kopi Hitam/kopi kapal apiHemm nikmat rasanya mantap aromanya
168,believe it or not this coffee make u fresh!!!don't think just drink!coffee and Friends make the perfect blend
169,Harum dan pastakaranya
170,Saya dapat kupon undian ada 3 lembar itu bagak mana apakah betul atau tidak tolong infonya
171,hembusan kopi kuat dan menyegarkan pikiran
172,kapal api....tetap dihati.
173,Tidak minum kopi kapal api sehari saja terasa lemas bagi saya.
174,Harum ny yg mengoda rasanya yg mantap....
175,Apapun Cemilannya...Kopi nya ya Kopi Kapal Api yang paling Enak.....
176,"Kesukaan suami tiap hari minum ini,,,Berbagai rasa yang begitu menggoda.. Ehmmmm mata langsung melek."
177,Kapal api mantap...setiap pagi aku bth diaNikmat itu kapal api bro
178,Kapal Api | Nomor Satu di Asia | Mantap Luar Biasa | Yes Yes Yes
179,Jelas lebih nikmat dibandingkan kopi lain
180,Kopi Kapal api emang ngak ada dua nya
181,Kopine muantaap tenan rek
182,Kopi kapal api mantap ��
183,Kalau belum minum kopi kapal api rasanya ada yang kurang.
184,Kapal api Ok punya. . Baunya itu lho sedaaaap rasaaany pun nikmat seruput2 mantap dah ah...Ak n kluagaku syuka
185,Kopi kapal api jelas lebih enak
186,Kopi Kapal ApiPas mantapnya.Kapal api special mix
187,Mantap kopi kapal api kopi nya orang indonesia
188,Kopi paling favorite di rumah saya Gaaak boleh sampe kehabisan. aku biasa minum jam10pagi lagi ngantuk ngantuknya tuh dan jam9mlm temennya nonton tv.dan selalu saya bawa tiap travelling.
189,mantap n nikmat untuk segala suasana
190,Kapal api jelas lebih enak sebelum brangkat kerja gue selalu minum kapal api dulu ne stelah sarapan aroma nya wihhh mantap...
191,Dari dulu waktu umur saya masih sekitar 7 tahun saya selalu main ke rumah almarhum kakek dan nenek saya dan selepas kakek kerja dan pulang kerumah dia selalu bawa makanan ringan dan sambil kita duduk santai almarhum kake selalu minum KOPI KAPALAPI tapi kalo dulu kopinya saja blm di capur dengan gula dan almarhum kakek saya mengajarkan kalo manuangkan kopi yaitu dua sendok kopi satu sendok gula jadi perbandingannya 2 berbanding 1 lalu tuangkan air panas dan aduk sebanyak 18 ka… Lihat selengkapnya
192,"Rasa nya nikmat, wangi nya harum.  Selamat ngopi"
193,saya suka kopi kapal api hitam +gula
194,"Kopi KU sejak Aku pertama minum Kopi, Tahun 1988 sampai sekarang yah Kopi Kapal Api, ada Undian atau Tidak tetap Kopi Kapal Api PilihanKu. jelas lebih Enak."
195,Dari zaman kakek sampai cucunya saya sekarang...kopi kapal api tak tergantikan....mantaaaap abiiiiz
196,I love it sooo muucch...���
197,selalu kapal api �����
198,komunitas kopi kapal api yg sllu d teguk setiap hari....
199,"Sy dr kecil minum kopinya kopi kapal api,,klo merk lain bikin muless,Kopi Kapal Api cocok bgt dah..#NyenderDibaleKiteNgopiBae"
200,Dear allCv mandiri butuh coffe kapal apiApa bila ada barang stockHarga 110 per cartonSaya ambil 700 carton … Lihat selengkapnya
201,Suka banget ma kapal api dr jaman kuliah smp sekarang... apa lagi kopi kapal api susu komposisinya pas banget.... luv banget kapal api
202,"Saya pecinta kopi kapal api , disela waktu kami kreasikan bungkus sachetnya jadi tas. Semoga ada dukungan dari pihak kopi kapal api. Kunjungi Sluwur Collection untuk lihat foto produknya."
203,Enak..tp klu hbs ngopinya suka kembung perut nya
204,"aroma wanginya begitu khas & rasanya benar-benar begitu menggoda,nikmatin dulu kopi kapal api di saat kumpul bareng keluarga di sore hari momen tepat untuk bersantai"
205,Oke
206,Mntp kopinya.. Wangi dan nikmat..
207,"Kopi kapal api mantap,,saya pecintanya"
208,kopi kopi kopi dan kopi
209,Harum nya khas rasa nya pas nikmat nya juga pass
210,kopi kapal api pas manis nya & mantap rasane dari dulu sampe sekarang
211,"Kopi Kapal Api selalu menemani hari-hari ku dan keluarga, Rasanya Nikmat dan Pas.Favorit Keluarga kami adalah Kopi Kapal Api Grande White �"
212,"Waaw kapa api meledak rasanya,MANTAAF"
213,"setiap saat diwaktu santai,ditemani secangkir kopi kapal api kopi ,gula dan susu pas banget dan bikin ketagihan lo ....yuk dicobain teman2 #kopikapalapi"
214,"Dari dulu cita rasa ny luar biasa,  apalagi aroma ny setelah diseduh dgn air panas bikin klepek2."
215,Tiada hari tanpa ngopi apalagi Kopi Kapal Api Mantap dinikmati pagi hari rasanya Mantap bikin Semangat.... Kopi Kapal Api muantaap tenan..... 
216,"kopi kebanggaan bangsa, satu nusa satu rasa cita rasa nusantara"
217,Asli kopi Nusantara aromanya khas tanah Indonesia.......
218,setiap kumpul sama teman2 pasti kopi nya kapal api
219,kopi hitam kapal api bikin saya semangat bangun pagi....kopi hitam kapal api bikin saya semangat bekerja sebagai pekerja  tambang...
220,"Kopi Kapal Api, Jelas Lebih Enak,,, Bagi Kopi Bagi Rezeki#SalamSantun"
221,"Gak bisa ke lain hati,tetep kapal api yg selalu ku nikmati setiap pagi"
222,"Dulu tiap buat kopi sy selalu d suruh menyangrai sendiri sm suami karna katanya g ad kopi yg enek seperti kopi sangraian sendiri. Tp setelah sy ganti dengan kopi kapal api berikut percakapannya suami : ""kopinya kok dah lama bu g nyangrai apa masih banyak?"" Sy (istri) : ""sdh sy ganti sm kopi kapal api, pak""suami : "" loh sejak kapan???"" Istri : ""sejak 2 thn terakhir, pak""… Lihat selengkapnya"
223,Rsanya bram bgt nikmatnya ngenah (ajib)
224,"Mantap pas manis dan painya cocok untuk semua kalangan yg muda maupun yg tua ,,,,selamat menikmati kopi kapal api ,,,,"
225,Nikmatnya pas kesukaan saya dan suami hmmm
226,"Kopi Kapal Api murni,hitam pekat kopiku,tak mau yang lain walau sjuta iklan bertebaran,ku tetap tak kan berpaling......KOPI KAPAL APIKU"
227,"Kopi kapal api kesukaan suamiku,khususnya kopi hitam kapal api"
228,"Enak banget,,,,, MANTAP."
229,Suamiku banget sama kopi kapal api��
230,Kalau sy org penikmat kopi kapal api... Bahkan sy bisa meminumnya 3-4 bungkus dlm 1 hari... Klw dr sy... Aroma kopinya di tingkatkan lagi...
231,kopi kapal api mang kawww lahh...terbaikkkk...
232,Saya minum kopi kapal api setiap pagi ��
233,Mantap kopinya......
234,Kopi nikmat segala suasana...
235,"Saat terindah dan terhangatkan oleh sesuatu,dimana dingin menusuk tulang dan terbantukan,karena ada kamu Kapal Api."
236,"suami pecinta berat kapal api, saya bukan pecinta kopi, awal dari pingin coba, saya pun menyruput secangkir panas, dan...harumnya,,,nikmatnya,,,mantaaap"
237,"Nggak ada kopi yg se-nendang Kopi Kapal Api, kayak belum ngopi kalo bukan Kapal Api!"
238,"Sensaninya luaaaaar biasa... Langsung menembus batas pemikiran saya, dimanapun perjalanan saya... Break... Secangkir Kopi Kapal Api Spesial. Black Coffee is my pavorite drink. �������"
239,Kopinya sejuta umat
240,Mantap bangat deh kopinya
241,tanpa kopi kapal api aku nggak bbisa kerja...apalagi bangun pagi...aromanya bikin segar
242,snatai ditemani Kopi Kapal Api mantap
243,"Klu suka kopi, kapal api nomor satu di hati"
244,Aq buka warkop dan memang kopi kapal ap8 special mix yg laris manis ďari yg terlaris mesķi semua manis he...he...
245,Karena ada berjuta solusi dlm secangkir kopi.Kapal api...Solusi buat pecinta kopi
246,Ingin semangat dan punya mimpi minum kopi kapal api
247,Dulu pacar ku jarang kerumah....q pun bingung tapi q punya ide agar dia betah datang kerumah...hmmmm q sugguhkan kopi kapal api mix teryta diax melek dan sekarangpun hampir setiap hari dia datang kerumah...terima kasih kopi kapal api buat hari2 ku penuh inspirasi
248,"Waaaach.. kalau ngomong masalah kopi,  kopi Kapal Api memang jagonya,  sy ga bisa berpaling  ke kopi yang lain.  Bayangkan,  satu hari saya minum kopi Kapal Api sampai 5 kali.. Saya yakin, anda semua pasti sependapat dengan saya.."
249,Kapal api passs kopiiiny mntaaap rasa nyaa
250,Kopi kapal api mantap
251,sekarang rasanya aneh... sering dapet kopi yg asem.... apa ad perubahan formulasi dr yg sebelumnya????
252,"Tahun kemarin saya ikut undian kopi kapal api tapi kirimnya tidak melalui kantor pos...saya kirimkan melalui kotak undian yang da ditoko yg dah ditunjuk oleh kopi kapal api....apa itu resmi n benar"" bs diikutkan dlm undian....mhn konfirmnya y min...thx b4."
253,Kopi Kapal Api is the Best of coffee.Many of my customers love it.I love it too of course.
254,"Dari dahulu sampai sekarang tiap pagi sore malam Pasti selalu menyeduh kopi kapal api...Dan sampai sekarang belum ada yang menandingi rasa nya.Tapi saya lebih suka yang warna bungkus nya hitam putih, bukan yang warna silver.Thanks kapal api"
255,"Terima kasih sudah setia memilih Kapal Api, Teman Ngopi "
256,teman setia di saat sahur dan berbuka.
257,Setiap pagi dan siang hari saya selalu minum kopi hitam kapal api... jelas lebih enaaak
258,Kopi kapal api pas pisan ....mantap rasannya...
259,Kopi kapal api hitam mantap
260,Legenda sepanjang masa....Terima kasih Kopi Kapal Api.
261,"saya pengemar kopi kapal api spesial, karena bisa mengikuti suasana : jika pagi"" saya seduh tanpa gula biar kantuk hilang dgn nikmatnya sipahit kapal api, ngopi siang hari  bisanya saya ksh sedikit gula & bisanya jam2 setelah mkn mlm sikopi hitam saya  mix dengan susu untuk menemani waktu santai dengan kenikmatan kapal api.  semangat ....indonesia"
262,Setiap hari selalu minum Kopi Kapal Api ... 
263,Kopiny enak banget..
264,Mantap bosssssssssssssss
265,"Kopinya haruum..manisnya pas..ditambah susu juga mantab..cocok bgt buat ngilangin kantuk..pokoknya, kopi kapsl api tiada duanya"
266,Grande tuh yang nikmat murah lagi
267,Saya suka namanya KAPAL API �
268,"D suasana dinginnya pegunungan enak nya ngopi kapal api, muantap"
269,Aku suka kopi mokka nya...
270,Kta wong dermayu paling doyan ngopi.kapal.apiKopi kapal api memang goood
271,Selain kopi kapal api....?? nggak deh..!!
272,Aromanya itu.... Hmmmm bangettttt
273,minuman bermanfaat harga bersahabat
274,"Kopi kapal api burns your passion, refresh your mind"
275,mantap kopinya...lebih mantap lg kalo dapet hadiahnya....hehehe...
276,"Penikmat sejati kopi kapal api dari mulai duduk di sekolah dasar sampai sekarang ini..lum pernah dikasih hadiah hahahaa...""cuma sekarang yg sachet suka banyak ampasnya..."" sukses buat kopi ini"
277,Kopi Kapal Api  teman pelipur lara
278,Kopi kapal api grande white  coffee with  choco topping adalah teman  setia dalam bekerja.
279,Kopi kapal api rasanya mantapz !! Sampe tempatnye aje aq simpen.
280,Pokoknya mah kapal api is the best dah mantab buat nongkrong sama begadang di temani pisang goreng jadi gurih2 nyoi
281,"I like itini baru bener"" kopi nikmat"
282,Kopi kapal api.memang tiada dua nya. Kaya rasa & aroma kopi nya. Bikin aku semangat kerja. Rasa nya Kalo kerja. belum ngopi kapal api. Kerja jadi gak semangat. Kaya kurang gimana gicuh he he he. Dari bujang ampe udah nikah. Kopi ku tetap. Kopi kapal api� �
283,"Teman ampuh saat berkendara ribuan kilometer, teman ampuh saat belajar dan bekerja, teman setia saat nyantai di rumah. Matursuwun kapal api."
284,Ngopi santai di temani kopi kapal api spesial mix bikin hari hariku semakin indah
285,segera hubnggi 082311458422bisa tek over proses cepat cair 1 sampai 50
286,"Kapal api mantap,,,,,��"
287,Kopi Kapal api teman setia nonton Bola
288,Bos kalau saya dapat dalam bungkusan kapal api boss apa bisah di tukar dengan hadianya..
289,"Kopi nya bikin melek.  Dari jauh juga udah hapal wangi nya kapal api.   Bikin rilexss,,"
290,"Cara gue nikmatin kupi kapal api ntu pas seruputan pertamana nya,masih panas disrupuut walau cuma basahin bibir krn loe tau panas tp sensasi nikmat nya..Neak neber/Enaj bener..."
291,secangkir semangat
292,Membuatku merasa tenang....
293,Kopi ku kapal api MANTAP
294,Setiap pagi harus ada kapal api dulu menambah srmangat kerja
295,Sy kirim amplop undian di toko yg ada box undian kapal api..apakah langkah yg benar?
296,Mantaaaaaaaaaaap luar biasa
297,kopi kapal api yang membuat energi ku tambah full untuk aktivitas apa z..��
298,Buat saya Kapal Api Grande White dan Grande Javalate luar biasa.... setiap mengawali pekerjaan di kantor selalu ada grande....
