index,Review
167,"Hemmmm,,,,, pop mie gax ada duanya,,,, Makan pop mie bikin lupa klo di duain ,,,,, hehehehe"
168,"Pop mie menu ku di setiap tengah malam,,"
169,"Min Temen Saya kan Gk bisa Bahasa Inggris,,Trus dia terobsesi ke iklan pop mie kari susu dan kari keju,,,dia beli pop mie 3 cup sehari ,,, tetapi kok dia gk bisa bahasa inggris ea,,malah dia bisanya bahasa jawa,,mohon usulannya min"
170,"Min saya dapet sms dari pop mie, dapat pin pas di cek ke web pin sama, disuruh menghubungi bapak surya fati itu asli atau palsu ya?Mohon infonya min"
171,Cuma Pop Mie makanan sahabat keluarga.......Pop Mie.........Maknyussss.....
172,Saya dpt hadia dr pop mie itu bnr gk cihhh..tlongblsny di admin aq y
173,Cara asyik mengatasi laper.. Ya pop mie donk...
174,Cerita POP MIE-ku..
175,Hrga higenis...praktis bsa di bwa kemana mana...pokoe mantap...I love pop mie...
176,"Pokonya pop mei gk da yg nandingi,cepat nyajinya,cepat habisnya,dan cepat juga kenyangnya"
177,kok masih saja ada penipuan dibalik bungkus popmie.....
178,Sambil nunggu menang makan pop mie dulu ah
179,"Pop mie itu singkat cara membuatnya, tidak ribet g pake lama  .... tinggal seduh jadi deh ."
180,Kok gak kelihatan pemenang yg 10
181,Makan pop mie bikin perut jdi penuh  sensasi... Pop abis dech pokoknya..
182,Makan Pop Mie dicuaca yg dingin kek gini apalagi abis renang.... Mantaaaap....
183,Pop Mie
184,Aq dpt kupon mobil.apa itu beneran?
185,Lima bintang pop mie
186,Ayo beli Pop Mie siapa tau anda beruntung
187,Pop mie mntap dah.. bkin ktagihan.....
188,Kemana-mana always bawa pop mie~^^ gak berat buat di bawa and gak ribet juga. Kalo mau makan pun gak nunggu lama buat proses pematangan mienya^^ Pop Mie daebaaaak
189,Min pemenang nissan march yg terakhir belum di masukan didaftar web....klo dihitung masih 45 pemenang jadi kurang 3 pemenang
190,gag jaminan ngirim bnyk dapat hadiah apa lg nissannya uda habis......btw yg dpt hadiah kq gag da yg coment yA.......
191,Pop mie***Mknn prktis lngsung seduhHauce****
192,"Boonk klo bsa dpt mtor,,"
193,Amazing.. 
194,eetttt dah yaaa... Pop Mie Kari Oke! Enaknya buat cuaca yang lagi dingin!
195,Cepat ...simpel lansung hap...yummy...
196,Anakku suka bngt....
197,min saya dapet sms dari katanya dari pt.indo food trus saya suruh buka situs dari sms itu trus suruh tlp no call info ini0856-4831-9181 ini bener gak dan saya katanya dapet hadiah 35 juta harus di ambil langsung ke pt.indofood setelah itu saya dateng ke indofoot tower sya tlp no0856-4831-9181 katanya anda harus bawa pocer pulsa telkomsel biar tanda bukti tadi siang itu benar ga
198,Beneran bisa dapet motor? :'v kalo ada mana bukti nya ?
199,Aku menyukainya
200,q dpt kupon kq gk prnh ada konfirmsi ny dr popmie pdhl dh q kirimkn pin nya kq lom ada undian nya .ittu bnr gkshhhhh...
201,popmie enak
202,Enak
203,Gak di kasih info ya gan?
204,Siip
205,popmie selalu tmenin gua saat dimnapun dan kapanpun
206,Saya dapet undian dan nomor uni dri popmie.. Apa ini beneran apa bohongan
207,makan pop mie hari hari menjadi lebih berarti
208,Pop mie adalah temen gua yg slalu ada d tengah malem haha
209,"Pop mie i like u thank hadiah,y"
210,Mkasih popmi....Aku dpt mobil Truck
211,Saya dapat kuponnya trus harus hubungi sapa?
212,Mantap
213,Mantap
214,Dapett kupon tapi tgl nya promo tgl 30 april kmren gimana yaaa???
215,Dear Admin Saya Pantia GEMPITA HUT DKI JAKARTA Bekerja Sama Dengan Brimob Polda DKI JAKARTA 
216,Mantap
217,"Plnggan INDOFOOD Yth, Anda Resmi Sebagai Pemenang Undian ""POPMIE"" Dgn Pin Pemenang Anda ******* utk Info Klik situs resmi.www.hadiah-indofoodpopmie.weebly.comMMMITU BENERAN APA CUMA PENIPUAN??"
218,mantap deh  lebih mantap lagi kalo hdiahnya dibagi buat aku haha..
219,"mf' cuma mo confrm aj neh , aq dapet sms menang undian hadiah mobil. & tertera NO.PIN nya trus gmna cara cek betul atau gak nya ya..???  tk's"
220,masi kurang percaya apa ada nga yah kuponnya di dalm kemasan
221,Enaknya ngenyangin...
222,"Mantab,,"
223,PkokNya popMie is the best dech...
224,Judul Dubstep Popmie nya apa y?ada yang tau???
225,saya dah nlpon nomor dikupon tapi gak diterima jg. ni beneran gak sih? mank da pa promo 2015.
226,Kalo liburan kemana-mana..Dari kecil ampe sekarang..Pasti bawa bekelnya popmie 
227,Simple lo buat jga2 klaperan di bus atau di mana pun
228,"Low lg piknik pasti bawa popmie,, biar g' boroz hehehe"
229,"popmie, pertolongan pertama saat kelaparan,.  gampang dicari,."
230,"sampai sekarang belum ketemu sama cewe Hongkong, gimana nih Min?"
231,Keren
232,Mantap masbroo...
233,Hadiah nya susah..
234,Pop mie yes
235,kok pemenang ke 48 blum ad udah diundi ap blum ch.....
236,Semoga menang..hahahah
237,Saya Suka Ini
238,Info pmenang donk
239,ilove andomieeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
240,Mkan sekalian minum
241,Semoga aq menang amin....y a robal alamin
242,Singkat cepat santap
243,Aku dapetin kuponx mudah2n dpat hadiahx amin....
244,Like 
245,SERU
246,Met mlm
247,Instan.....
248,Ma'nyuuuuuuuuus.......!!!!!!!
