index,Review
59,Min tadi saya beli Milo ko rasanya kayak teh bukan Milo pdhl warna ijo lgi
60,Min Milo bisa di campur ke pisang hijau gak�
61,"min, kira² milo goreng enak ngga?"
62,milo tuh asik sekaliiiiii
63,Rasa green tea lebih enkklo kta gw
64,"enak min, kira kira ada varian Milo yg mau di buat ga min? biar ada yg baru aja biar ga terlalu bosen"
65,"Saya ingin gelas Milo, beli di mana pun gak dapat gelasnya min �"
66,"milo, enak tau, mah minta milooo"
67,milo mantap bgt dibuat es siang hari btw gw tadi siang ga puasa jan bilang siapa² ya sat
68,"enakan Energen juga ,asik dpt Milo 1truk"
69,min apakah susu milo sachet aman dikonsumsi anak umur 3 tahun?
70,min knp banyak yg bikin emosi km kayak bilang produk nya gk enak gitu
71,min katanya susu Milo itu bikin tinggi yah kok saya nggak 
72,Min kenapa milo sekarang sedotannya pake kayak kerdus gitu gak plastik lagi?
73,min sya sudah sangat nyaman sama Milo..kalo boleh saya nyaranin buat varian rasa asi soalnya sya suka... terima kasih min
74,Milo varian botol sudah ada belom min?
75,selalu sedia milo dirumah
76,MILO memang is the best..
77,susu Milo tuh enak banget di pagi hari minum hangat dan disiang hari diminum dingin apa lagi di blender anak anak aku suka banget 
78,"min kok milo kotak dengan yg shaset beda rasanya, apa jenis sapi nya yg berbeda ya?"
79,
80,berikan saya milo varian milos
81,Dari SD minum milo sampai sekarang ga bisa lepas
82,Yang itu lebih mantap
83,min gw suka yg ijo ijo besar
84,enak apa lagi kalo di kasi air nya dikit enak kentel jadi nya kalo Tamba nasi jadi ketan gak ya
85,like nya bukan karena mau tau informasinya tapi karena ingin melihat komentarnya
86,Sama jir berak berak
87,min kok gw abis minum Milo berak berak
88,"enak banget, sehat lagiii"
89,Itu kaesang ya?
90,enak... enak.... enak.......
91,Pake cokelat kw sih
92,"Hai, MILO Indonesia mengapa rasa coklat di MILO kurang manis? bahkan cenderung hambar?. mohon dijawab."
93,min tambah varian rasa maccah min Yos Yos min pokonya lah
94,gak collab sama anime nih min nanti banyak yang beli dah 
95,tetap stay di milo walau di era zee
96,"min, Milo kalo di gadoin boleh gak sih? soalnya buat campuran gado2 biar makin kentel."
97,"Halo ʚIsma Thetisɞ, terima kasih sudah setia dengan MILO UHT dan mohon maaf atas ketidaknyamanan yang dialami. Saat ini MILO UHT sudah menggunakan sedotan kertas yang ramah lingkungan sebagai upaya Nestlé Indonesia berkontribusi mengatasi tantangan sam… Lihat selengkapnya"
98,"Tolong dong min, sedotan nya diganti plastik ajh �, susah nyedot nya min:(Ama kotak milo nya dikasih hiasan min"
99,"Min pesen milo donk, rasa green tea ada tidak?"
100,"min, saya minum milo kok malah jadi pusing ya min"
101,min Milo kan bisa membangkitkan semangat klo membangkitkan bapak temen gua bisa gk?
102,Komennya Gg geming tersavage
103,adminnya bot bikin males komen wowkwowk
104,min colab sama Energen dong trus kasih nama milgen
105,Ngakak nyampe banting rumah kalo liatin roastingan netizen
106,i don't know don't ask me
107,min kok kolom komentarnya di nonaktifkan
108,min balikin napa sedotan yang dulu 
109,"adminnya sabar banget, digodain ama netizen "
110,Saya penjual es kepal milo yg pertama di pemalang saat ini sangat sulit mendapatkan ukuran 1kg krn dalm sehari saya dapat menjual 12 kg sampai 15 kg bagaimn solusi bgi saya terimakasih MILO indonesia
111,"adminnya kocak coy, sabi nih diajak nge meme"
112,gx punya uang untuk beli
113,kapan kolab sama asus rog
114,"""MILO NESTLE"" IS VERY GOOD QUALITY. ""MILO NESTLE"" IS VERY NICE DRINKING.MOEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA"
115,Saya sangat menyukai susu Milo
116,kasian atmin nya di bercandain wkwkwkwk
117,"Min, ga ada niatan collab sama energen?"
118,"MILO kesukaanku, sedari SD sampai sekarang tidak terasa sudah 16 tahun mengkonsumsi. Rasa cokelatnya unik dan cukup konsisten. Pokoknya sarapan jadi lebih lengkap deh kalo sama segelas MILO. Sukses terus MILO!"
119,"Dari dulu saya sangat suka susu Milo, rasanya enak dan jadi lebih semangat menjali aktivitas setiap hari "
120,"MILO kandungan nutrisinya lengkap, dan rasanya enak"
121,"ga ada, cobain aja ga pernah"
122,Anak saya sangat sukaa milo
123,Sudah tiga generasi keluarga saya senang minum MILO..sekarang saya sudah mempuyai 3 putra yang selalu aktif beraktifitas.untuk mendukung aktifitas mereka saya selalu memberi mereka minum MILO setiap harinya..karena rasa coklatnya sangat terasa dan enak tidak membosankan.
124,"Milo, saya konsumsi sejak kecil,Minuman coklat yang paling enak diminum, panas atau dingin tetap Ok..."
125,"Dengan MILO dapat sehat kuat , berenegi dan cerdas"
126,Saya Suka minum susu Milo...enak dan bergizi....juga berkualitas...sejak jaman saya Anak Kecil sampai sekarang...sekitar tahun 1983...juga Nestle memang Kualitas prima...Salam kasih Tuhan...
127,Milo ini minuman kesukaan keluarga saya mulai dari dulu saya kecil sampai sekarang menjadi kesukaan anak saya. Mantap
128,"Setiap pagi aku sering sarapan milo, tapi anehnya aku nggak bosan karena milo rasanya enak dan beda dengan yang lain"
129,Adminnya peduli ama komen
130,"Milo sudah turun menurun dikeluarga kami, dari mulai kakek sampai anak kami  ke 3 yang berumur 2 tahun, rasa susu dan coklatnya yang khas menjadi kesukaan anak kami yang baru mengenal susu baik yang kotak(cair) dan bubuk.Menjadikan Milo bagian dari perjalanan hidup keluarga kami,"
131,"Milo sudah menjadi minuman susu di rumah kami, terutama yang rasanya coklat. Keluarga kami sangat menyukai sekali. Sukses terus dan maju untuk Milo. Produk Nestle sudah menjadi bagian dari keluarga kami."
132,min milo kapan collab dengan anime? hehe..... 
133,"Milo rasanya enak, sehat bergizi sangat cocok untuk sarapan di pagi hari,yuk sarapan Milo setiap pagi dan sehat untuk anak-anak indonesia dalam melakukan aktivitas di pagi hari."
134,"Manis, mengenyangkan, sehat dan praktis untuk kemasan sachet"
135,Saya suka sekali dengan milo...rasanya enak...cocok dibawa kemnaapun dengan kemasan sachet.Milo selalu menemaniku dimanapun
136,Rasanya lezat diminum dingin maupun panas
137,badan saya jadi lebih aktif lagi
138,Karena saya suka sekali dengan milo
139,Sangan ramah bintang lima
140,milo udh ganti nama ya min jadi Milos?
141,"Setiap mau latihan ,sebelum dan sesudah selalu minum milo energi bertambah dan tambah semangat (zahwan)"
142,Kecilku bersama milo ~>Anakku bersama milo....panas hangat dingin selalu enak Dimakan langsung milo rasa coklatnya sangat terasa.Jangan lupa ......selalu milo.....yesssss
143,Energi untuk menang setiap hari. Sangat disukai anak.
144,"Dari dulu saya suka minum Milo. Tapa mohon maaf ya, baru baru ini saya beli Milo 3 in 1 35 g satu renteng 10 sachet, tapi 2 diantara yang 10 itu sudah membatu / beku. Jadi takut deh minumnya. Kok bisa ya Milo seperti itu. Mohon tanggapan dari MILO. Terima kasih."
145,"Milo minuman fav kluarga saya,membuat tubuh  berenergi dan kuat rasanya nikmat dimulut"
146,Milo adalah minuman kesukaan saya waktu kecil dan sampai skrg ini. Waktu hamil saya jg minum Milo dan skrg anak2 saya jg suka sekali minum Milo
147,"Dari jaman masih kecil susu favourit saya yah milo, bisa diminum hangat,dingin,dibuat untuk taburan roti bahkan langsung dimakan tanpa air hahaa..sekarang saat sudah punya anak kecintaanku pada milo tertular pada anakku, dia pun sangat suka rasa milo yg pastinya baik untuk tumbuh kembangnya."
148,Anak saya selalu minum susu yang di tambah es batu setiap sahur. Kata anak saya Milo harus dipake es batu biar lebih nikmat. Segelas milo es setiap sahur tak pernah ketinggalan..
149,Fitur komen mana bang.?
150,"Assalamu'alaikum...., ank2 saya sngat menyukai milo, dn saya juga pribadi sngat suka dgn milo..., rsnya tdk nembuat kt enek, yg ada mbuat kt tambah press dn fit...Milo memang is the best milks...."
151,Milo selalu jd menu sarapan dan sebelum tidur rasanya enak gak bikin eneq
152,Nih varian colabnya
153,MIN KAPAN KOLLEB SAMA MILOS
154,wahhh badan saya semakin bertenaga saat menjadi kuli
155,"Sy suka milo karena mdh di dapat. Jd kl kehabisan stok bisa cari di warung ga perlu cape"" ke supermarket"
156,Rasa yg menggoda dan plus energi
157,Sounds Of Cantata Music School (021-58900691)adalah sekolah musik yang menawarkan pendidikan musik secara holistik kepada anak-anak dari umur 3 tahun ke atas.  Kami memiliki guru-guru bersertifikasi internasional dan fasilitas yang sangat nyaman.
158,Rasa MILO itu udah seperti common taste buat susu cokelat. Gak ada yang bisa ngegantiin..
159,Dari kecil saya suka Milo..
160,hhijhbjkiijhbdfyuuuhhfftuiihhhh
161,"Halo Yuni Puspita, terima kasih ya sudah sediakan MILO untuk penuhi energi kamu. Yuk, teruskan hari penuh semangat dan berenergi dengan MILO! "
162,"pagi, siang, sore, petang, malam, subuh aku sedia milo"
163,"Enak,bergizi,dan bermanfaat agar tubuh anak kita menjadi sehat.."
164,Aku suka banget minum milo dari kecil ampe udah jadi bunda tetap milo di hati  milo yg terbaik dan tetap terbaik
165,"Anak2ku suka banget minum susu milo,susu d buat dingin campur es eemmm enk banget menyehatkan,d rumah minum susu milo,d sekolah pun minum susu milo."
166,Coklatnya berasa banget g ada yg bisa nandingin ketika diseduh aroma coklatnya menggoda
167,Jos
168,"Milo itu minuman favorit semua orang krn rasanya enak en manis,keluarga Q dr yg kecil sampe yg tua minumnya milo"
169,"Produk OK, mohon perbaikan saja dari sisi Milo Champ Band yg akhir2 ini sering sync failed"
170,Milo pilihan ku milo minuman ku setiap hari hidup milo mau mkn milo mau game milo mau keluar milo selalu sedia milo di rumah.yo yo bum bah cis cis bum baaaa
171,"Milo luar biasa, oke untuk masa depan"
172,Saya suka milo karena rasa kental coklat nya lain lebih gurih rasa susunya....setiap sy bikin milo saya pastikan selalu celupkan dengan roti tawar rasanya kok nikmat sekali....
173,"Milo itu enak banget,ank saya ja sekali coba lgsg ktagihan…..."
174,Luar biasa jika anda mengerti dan memahami. Dan saya tumbuh berkembang besama milo.
175,Setiap hari Milo selalu setia menemani hari2 keluargaku.Rasanya nikmat dan sehat ...sumber energi untuk aktifitas sepanjang hari
176,Waktu kecil suka banget makan milo tanpa diseduh. Sekarang anakku juga doyan milo tanpa diseduh  . Nikmat !! Mak nyuss
177,Minumanku dari dulu. Mau ke luar kota atau negeri selalu carinya milo
178,"Dari bayi anak saya nggak pernah minum susu bantu.sampai umurnya 2 th.sehingga sulit sekali membiasakannya meminum susu .sudah semua merk susu saya coba,tapi ketika dia mencicipi susu milo,dia menyukainya,bukan hanya diminum,malahan dia senang sekali memekan bubuk milo.."
179,Milo kesukaanku dan anakku. Nutrisi milo dan rasa coklatnya amazing!!!
180,Milo rasanya enak & anakku suka bgt
181,Rasanya enak...menambah energi untuk anakku..anakku sangat suka...
182,Milo ehm sangat enak
183,Kalau buat saya seorang ibu 2anak dengan adanya milo choco crunch sangat terbantu krn Anak saya suka sekali makan itu kalo abangnya mau pasti anak saya yg kecil juga mau choco crunch klo di rumah seduh susunya tuang choco crunchnya klo pergi pergi tinggal bawa yg sdh ada susunya sendoknya sama tempatnya jd praktis so thanks ya milo .milo is the best
184,"Minuman enak dan sehat,,,suka bgt. Dingin enak hangat jg enak, milo best choices for your kiddos"
185,Saya paling gak suka minum susu kecuali Milo. Sampai sekarang
186,"Milo rasa susu coklatnya yg enak, menambah energi, keluargaku sangat menyukainya...siiip deeehhh...  Milo"
187,enak banget minum milo...
188,I like milo foreverr...
189,"Milo diminum dingin, nikmat."
190,Susu yg bernutrisi tinggi sangat bagus untuk d konsumsi buah hati ku!
191,hai Milo....aku sk beli yg kemasan sachet untuk dirmh dan kemasan kotak untuk bekal sekolah..tingkatkan kwalitasnya ya....jg promo2 menarik agar tetap dikenal dimasyarakat...sukses ya....
192,"Sy suka rsnya,coklat manis gurih,pdhl dirumah sy sediakan untuk anak sy tp lebih byk saya yg minum hehehe"
193,susu milo enak sekali apa lagi diminum dingin
194,Milo sangat menyehatkan dan menambah energi setiap hari minum 2 gelas milo pagi dan sore. Keluarga ku suka sekali dengan susu milo yang enak.
195,"Minuman cokelat enak, lezat, bernutrisi, dan penuh energi!"
196,Saya sekeluarga suka minum milo... Rasanya pas... Diseduh air hangat atau air es tetap enak....
197,Energy drink. Smart drink. Delicious. So good for children.
198,"Milo menyehatkan,suami dan anak-anakku menyukainya.iklan dan programnya sangat memotivasi anak2 untuk berprestasi.semangat milo."
199,Milo untuk nutrisi Run
200,Milo itu susu coklat yg bikin ketagihaaan dari anak kecil ampe dewasa suuukaaa banget...
201,segelas milo dingin saat santap makan siang rasanya itu enak pake banget dan saat nongkrong diropang bareng teman segelas milo hangat bikin tambah nikmat makan roti bakar kejunya....
202,Susu Milo Active Go itu sebenarnya sudah bisa dikonsumsi anak mulai usia berapa ya ?
203,Milo rasanya mantafffff....
204,"Milo favorit keluargaku,,semua suka milo, diolah jadi apapun tetep aja enak,,,dishake trus ditambahin es dan jelly sangat nikmat diminum pas cuaca lagi panas, kalau cuaca dingin diseduh jadi milo hangat, ditambahin diroti sebagai pengganti selai untuk sarapan and ngemil siang juga nikmat,,,diapain aja MILO nikmatnya nggak tertandingi,,,"
205,milo emank enaaak banget..
206,"MILO minuman favoritku apalagi diseduh air panas, diseduh air es lebih enak lhoo...sueegeerr bangeeet gitu lho. Minuman tuk smua zaman wueenakk mau disajikan dengan makanan apapun."
207,Milo sangat enak dan lezat di minum setiap saat. Di sajikan dingin maupun hangat.
208,"Saya guru TK. Rata rata anak suka bawa snack coco crunch, susu kotaknya. Sering2 menyelenggarakan lomba untuk anak . Biar semakin dekat dihati."
209,Milo rasa coklatnya uenak bgt bikin ketagihan apalagi diminum wkt dingin
210,Milo dikonsumsi tiap hari membuat cadangan energi anak sy selama bulan puasa jadi hebat..
211,coklat yang uenak mantap dan bisa tambah semangat untuk dingin dan hangat tetap nikmat
212,"Saya suka sekali milo. Walaupun saya sdh berkeluarga dan punya anak 2, kl minum seperti bayi.sehari minum minimal 2 gelas.  Kadang bisa smp 4 gelas. Sehari nggak minum susu, rasanya seperti makan tidak kenyang"
213,Aku suka milo karna enak
214,Milo emang top.
215,Milo sangat di sukai anak-anak maupun orang dewasa karna milk bisa di seduh hangat maupun dingin....
216,Rasanya mudah cocok dilidah anak2/dewasa
217,"Anakku yg bontot....jarang  mau sarapan pagi , tapi maunya dibikinkan MILO..yg lezat...1 gelas .,  selain enak rasanya, bergizi juga mengenyangkan ....sehingga  siap untuk beraktifitas..sekolah..."
218,Milo sangat enak dan bermamfaat...
219,"Milo itu bukan cuma disuka anak2, orang dewasa juga suka,,,,,, banyak dijadikan minuman favorit di cafe dan warung minuman,,,,,,,, enak disuasana apapun dan dimana pun,,,,,, nikmat disajikan pans maupun dingin,,,,,,, MILO IS OUR FAVOURITE DRINK,,,,,,,"
220,rasa coklatnya enak di minum panas atau dingin rasanya bertambah lebih mantap
221,Milo rasa susu coklatnya ga eneg dan bikin lagi lagi dan lagi ...
222,Milo it's a good good good milk n love milo so much
223,Milo mantap bngt. Setiap hr hrs minum. Wajib hukumny. 4 jempol deh. Terima kasih Milo
224,"Mens sana in corpore sano, didalam tubuh yang kuat terdapat energi MILO yang hebat, dalam energi MILO .."
225,Milo menambah energi n smagat kpnpun atau dimn pun milo tetap andalan baik hangat ata dingin
226,Saya minum milo sjak tahun 1974 itu mulai coba ada promo di sekolah ku rasa coklatnya  mantap banget sampai aq coba lagi sampai skrg dirumah pasti ada millo aq jadi ga suka kopi .
227,krn enakkkkkk sm coklat nya itu loooo
228,"milo kesukaan keluarga q nich, terutama jagoan kecil q ma ayahnya, setiap pg selalu berebut minum segelas susu milo hangat"
229,susu milo tu mmg TOP.anak ku dri kecil ssh bgt mnum susu.stlah mncba milo jdi suka mnum susu n gk mau d gnti susu coklat lain.buat milo ttp prthanin rasa n kwalitas krn co2k tuk anak ku
230,Minuman favorit kakak aqil
231,"Kami sekeluarga minum milo....rasanya enak....hadiah"" dari milo juga bagus""...."
232,enak n suka tp sejak tinggal d wamena su tdk minum lg hik hik hik
233,Milo t.o.p banget.apalagi yg 3 in 1.kl ga ada cemilan milo di makan biasa aja with 2 bocahku
234,"Milo tiada hari tanpa minum MILO,,,Lezat coklatnya"
235,MILO is the Best..
236,Nikmat Lezat..Lezat..Lezat..
237,"Segelas milo setiap harinya memberi byk manfaat utk kedua anakku yg full aktifitasnya..Milo enak diminum dlm keadaan hangat dan dingin..""Rasanya ituloh Nempel di hati""...tksh ya Milo."
238,Miloooooooooooo......minumannn anak berkualitas..sehat dan bergizi..yg pastiii enakkkk..anak suka
239,Milo minuman berenergi untuk sang JUARA  favoritnya anak saya lho
240,Milo minuman kesukaan anakku tanpa diseduhpun anakku suka karena Milo anakku suka beraktifitas.
241,"Suka banget...,,Selain rasanya yang enak,juga gak buat gemuk."
242,Milo itu satu2nya susu yg diapain aja enak. Diseduh air anget air dingin atau plus es batu. Malahan hobiku kumakan gitu aja tanpa diseduh air. Kujadikan cemilan. Hehehe.... pokoknya mantaplah....
243,ekonomis dan nikmat untuk minum bekal disekolah
244,Minuman yng bergizi pengganti susu
245,Minuman kesukaan jagoanku
246,Minuman coklat berenergi
247,"Milo memberikan nutrisi yang sangat baik utk anak, sehingga anak lebih berenergi,  terutama bagi anak saya 3 tahun 10 bulan yang selalu minta bekal milo 3 in 1, plus milo ball utk sekolahnya."
248,MILO susu berenergi disukai anak-anak
249,"Setiap hari selalu minum susu milo,karena rasanya yang enak dan banyak manfaatnya..Sukses terus ya buat nestle milo"
250,"Milo dicampur apa saja tetap nikmat. Sangat menolong sebelum beraktifitas, apalagi sy dengan aktifitas tinggi sebagai abdi negara."
251,"Anak saya suka banget sama milo,klo pas lagi jln2 trs minta minum,pasti mintanya milo,katanya ma, Milo enak rasanya fathan suka,jadi seneng deh soalnya milo banyak banget khasiatnya.bagus utk perkembangan tubuh anak saya"
252,"Minuman milo coklat, minuman keluarga dari mulai papa,umi,kaka,adik dan suami. Milo coklat eeemmm mantab"
253,Coklat bubuk yg menyimpan ribuan energi untuk menang tiap hari
254,"Milo rasanya enak bgeettt,,pst pengen lg,skli mnum... milooo coklett wuuiiihhh"
255,"3 anak saya suka susu milo,enak.."
256,"Dari kecil suka bgt, sampai sekarang punya anak masih suka, anak dan suami pun suka... "
257,Is the best&sukses buat milo
258,milo enak di minum
259,Sejak umur 3 tahun anak anak saya sudah mengkonsumsi minuman milo.
260,Enak banget... selesai berlari minum susu milo terasa energi di tubuh kembali full..
261,"Saat suami ku dilarang minum kopi oleh dokter....kasian bnget. Seperti ayam kehilangan induk. Lalu saya tanya "" minum apa ya Pa buat menggantikan kopi yg gak boleh Papa minum lagi?"" . Eeee suami ku bilang "" ya minum MILO lah Ma. Lebih enak dan sehat kan?""...... Cucok....."
262,Karna banyak manfaat buat anak saya dari segi vintamin dan kalsium yg tinggi...Trimakasih milo
263,Milo membuat lebih bersemangat
264,"semenjak minum milo anak saya jadi aktif dan doyan sarapan,,trims milo"
265,dingin lebih segar dan enak banget..
266,Uenakkkkkk abis rasanya mantap apalagi kl pake es batu hmmmmm nikmat banget.
267,"Milo itu enak banget. Biasanya aku minum buat supply energi kalo pagi gak sarapan atau pas banyak pasien yang terapi. Pokoknya kalo mulai kelaparan grab tumbler, isi air panas setengah, shake, tambah air biasa sampe penuh, shake lagi, minum deh..."
268,Milo Minuman Para Juara
269,Minuman Sehat Berenergi ! Enak & Nikmat !
270,Es milo enk buanget
271,Anaku suka sekali milo
272,"̲M̲I̲L̲O̲  Adalah Susu yang enak di minum dan Sehat . Biasa nya Susu ̲M̲I̲L̲O̲  diminum setiap 3x Sehari . Susu ̲M̲I̲L̲O̲  Enak jika di santap : Pake Es , Saat Sarapan pagi , Saat Hujan atau cuaca dingin .̲M̲I̲L̲O̲  juga menambah Energi untuk berolahraga DLL .Susu ̲M̲I̲L̲O̲  Favorit ku adalah :  ̲M̲I̲L̲O̲ 3IN1 ."
273,Milo sangat enak
274,Di meja makan setiap pagi (selalu) sudah ad 2gelas milo hangat untk sy n jagoan sy. Istri sy tahu kebutuhan yg trbaik utk keluarganya. Berkat milo hangat sy n jagoan tambah brtenagaaa
275,Milo the best ankq suka milo...milo...bgt
276,Aku paling suka minum milo dingin......seger bgt....maknyus....
277,Milo energi hero untuk anak2 ku
278,Anaku nggak doyan minum cucu......tapi kalau milo mau tuuuuu......
279,Anakku sehari minum milo bisa lebih dari tiga gelas sehari....milo memang ok.
280,"Hi...Milo, rasanya enak dan gurih. Hmmm.....yummy"
281,Anakku suka banget sama rasanya bikin dia minta lagi dan lagi
282,rasa milo ini enak bangettttt!!!bikin tambah semangat deh kesekolahnya!!!
283,"Milo rasa susunya ENAK bangett  apalagi pas 10K ,,waduhh dapet sepatu gratis ama bodybag ,Terima Kasih MILO "
284,Milo jika disajikan dingin pasti enak aku paling suka milo dibanding susu yang lain Milo gooooooooalAku mau tanya agen milo kalo ngumpulin logo milo sampai berapa sih terus boleh gak ngumpulinNya yang logo sasetan
285,Senang rasanya mengetahui
286,Es Milo dingin menyegarkan
287,Siapa disini tahu nama bintang iklan milo yg basket itu loh?
288,Enak... anak saya konsumsi milo... kakek nenek nya jg ikutan nyeduh... tp klw saya sukanya langsung dikonsumsi seperti cemilan tanpa diseduh air... lezat...
289,Susu milo khususnya 3 in 1 adalah minuman kegemaran 2 jagoanku
290,Milo tetap juara untuk anak bangsa
291,Milo enak dan banyak manfaat nya.. saya dan keluarga menyukainya..
292,semua keluargaku suka milo
293,Saat minum milo saya rasakan bdn segarKrn milo juga berat badan saya naikTerima kasih milo
294,MiLO ttp jd minuman favorit sy dr kecil smpe skrg.
295,"Milo tuuuuhhh,,,rasa coklatnya nampoooollll,,,nikmatnya aslio,,bukan KW KW an.."
296,Nice For MILO !!!!
297,rasanya coklat sekali.... beda dengan yang lain
298,Minuman sehat berenergi
299,I love milo indonesia
300,Rajin minum milo setiap hari anak saya tambah berimajinasi
301,Favorit keluarga pilihan sikecil yang active & cerdas MILO +DANCOW actigen Yg bikin heran sejak USIA 16bulan sdh bisa memilih sebagai sellingan ASI hingga full lepas ASI digantikan MILO
302,Semua keluargaku suka banget sama milo.. milo the best 
303,Finish??.. Pasti bisa dong... asal minum Milo dulu
304,I like milo..Tiap pgi minum milo enak
305,Milo rasanya mantab banget. thank's MILO......
306,"Milo enak banget.....Tapi ada kurangnyaa,cuma satu bintang aja kok kurangnya..."
307,Milo....minuman nikmat rasa coklat..enak diminum kapan saja...mau dingi atau hangat...smua it's oke lah....
308,Milo minuman favorit keluarga saya....Ngumpul bareng sambil menikmati milo hangat...
309,Milo minuman pembangkit semangat di saat penat
310,We offer the all kind of telephone headsets and Dial pads if any one need headsets pls send me email to sales@nitmtech.com / what's up +6590186633 
311,"Milo coklat minuman susu yg wajib ada di rumah buat anakku, usia 15 thn. Klo pagi atau sbelum berlatih badminton, aq sll mnyajikan susu milo hangat untuk anakku semata wayang itu. Klu keponakan kecilku main kerumah siang hari, dia ingin sll di buatkan milo dingin . Kponakanku itu, pasti senangggg bgt bisa mimi susu milo, yg rasanya manis. Mereka suka mimi milo , krn manisnya pas, gak buat mereka eneq. Hmmmm. Milo pun mengndung bnyk vit dan mineral yg di butuh kan anak2 pada m… Lihat selengkapnya"
312,Susu milo siapa si yg ga suka...
313,Di minum hangat maupun dingin tetap nikmat
314,Di minum setiap hari dapat menambah energi buah hati saya
315,Anakqu yg baru berusia 2th 3bln kl diajak belanja ke minimarket dia blg minum Bunda... lalu dia ambil sdiri dirak n ternyata Milo pilihannya.... heemm eennaak sih rasana Bunda jg suka....
316,Enak sehay bnyak manfaat
317,Anakku suka banget sama milo pagi2 mu sekolah milo plang skolah miloMu olah raga milo mu  sekolah bola milo mu tidur harus milo dlu
318,Thanks milo krna milo apa yg q ingin kan terwujud......Dengan rasa coklat yg nikmat milo teman kn hari q yg indah...
319,anak say asuka minum milo...apalagi dengan air dingin...
320,the best choise...
321,Susu kesukaan my princes
322,Milo minuman favorit
323,Anak saya usia 7 thn dia sering minum susu milo sblm k sklh dan jam istrhat d sklh sllu pilih minum susu milo aplg d tmbh es batu mntpp bgt rasany kt anku.
324,Lari pagi seger sehat lanjut milo sippp..badan kuat jiwa sehat
325,"Setiap minum milo pasti selaluuu bikin nangih..Cokelatnya mantep, bisa bikin hari senin serasa hari libu nasional (semangat ngantor maksudnya..)"
